"일자","원/달러","달러_등락률(%)","원/위안","위안_등락률(%)","원/엔","엔_등락률(%)","달러/유로","유로_등락률(%)"
"2023-07-18","1266.10","0.02","176.69","-0.26","912.87","0.10","1.12400","0.13"
"2023-07-17","1265.80","-0.81","177.15","-0.38","911.99","-1.43","1.12255","0.00"
"2023-07-14","1276.20","-1.18","177.82","-0.90","925.22","-0.83","1.12260","0.82"
"2023-07-13","1291.40","-0.28","179.43","0.09","932.92","1.05","1.11350","1.11"
"2023-07-12","1295.00","-0.67","179.26","-0.50","923.25","0.05","1.10125","0.10"
"2023-07-11","1303.80","0.00","180.16","0.40","922.82","1.91","1.10020","0.99"
"2023-07-10","1307.30","0.27","180.29","0.47","919.11","1.50","1.09645","0.65"
"2023-07-07","1303.80","0.23","179.44","-0.24","905.51","0.61","1.08940","0.37"
"2023-07-06","1300.80","-0.07","179.87","0.19","900.05","-0.10","1.08540","-0.25"
"2023-07-05","1301.70","-0.63","179.53","-0.75","900.92","-0.51","1.08810","-0.31"
"2023-07-04","1310.00","-0.71","180.88","-0.49","905.57","-0.91","1.09145","0.04"
"2023-07-03","1319.40","0.50","181.77","0.40","913.87","0.76","1.09100","0.40"
"2023-06-30","1312.80","0.65","181.05","0.43","906.97","0.40","1.08665","-0.46"
"2023-06-29","1304.30","0.09","180.28","-0.09","903.35","-0.22","1.09165","-0.38"
"2023-06-28","1303.10","-0.05","180.45","-0.12","905.34","-0.41","1.09580","0.44"
"2023-06-27","1303.80","0.12","180.66","0.05","909.11","0.23","1.09100","0.06"
"2023-06-26","1302.20","0.84","180.57","0.48","907.01","0.48","1.09035","-0.47"
"2023-06-23","1291.40","-0.01","179.71","0.09","902.67","-0.97","1.09555","-0.34"
"2023-06-22","1291.50","0.73","179.54","0.70","911.50","0.45","1.09925","0.65"
"2023-06-21","1282.20","0.12","178.29","-0.65","907.46","0.57","1.09215","-0.01"
"2023-06-20","1280.70","0.57","179.46","0.45","902.31","0.54","1.09225","-0.18"
"2023-06-19","1273.50","-0.52","178.66","-0.01","897.49","-1.75","1.09425","-0.08"
"2023-06-16","1280.10","0.33","178.67","0.39","913.48","0.27","1.09510","1.09"
"2023-06-15","1275.90","-0.13","177.98","-0.12","911.00","-0.05","1.08330","0.39"
"2023-06-14","1277.50","-1.05","178.19","-1.33","911.49","-1.54","1.07910","0.26"
"2023-06-13","1291.10","-0.29","180.59","-0.65","925.75","-0.33","1.07625","0.15"
"2023-06-12","1294.90","-0.86","181.78","-0.51","928.81","-1.26","1.07460","-0.35"
"2023-06-09","1306.10","0.43","182.72","0.14","940.69","1.30","1.07840","0.81"
"2023-06-08","1300.50","-0.60","182.46","-0.83","928.63","-0.92","1.06975","0.04"
"2023-06-07","1308.30","-0.04","183.99","-0.18","937.28","0.35","1.06930","-0.07"
"2023-06-05","1308.80","-0.90","184.32","-0.68","934.02","-1.86","1.07010","-0.58"
"2023-06-02","1320.70","-0.07","185.58","-0.18","951.75","0.18","1.07635","0.65"
"2023-06-01","1321.60","-0.05","185.92","-0.21","950.01","0.43","1.06945","-0.35"
"2023-05-31","1322.20","-0.26","186.31","-0.50","945.98","0.24","1.07320","0.22"
"2023-05-30","1325.60","0.17","187.25","0.17","943.72","-0.21","1.07080","-0.17"
"2023-05-26","1323.40","0.45","186.93","0.33","945.72","-0.06","1.07260","-0.27"
"2023-05-25","1317.50","0.47","186.32","0.30","946.31","-0.03","1.07550","-0.17"
"2023-05-24","1311.40","-0.58","185.76","-1.03","946.59","-0.56","1.07730","-0.35"
"2023-05-23","1319.10","-0.91","187.69","-0.51","951.90","-1.60","1.08105","-0.11"
"2023-05-22","1331.20","-0.11","188.66","-0.56","967.34","0.56","1.08225","0.43"
"2023-05-19","1332.70","-0.50","189.72","-0.82","962.00","-1.18","1.07760","-0.57"
"2023-05-18","1339.40","0.25","191.29","-0.22","973.44","-0.60","1.08380","-0.22"
"2023-05-17","1336.00","-0.13","191.72","-0.15","979.29","-0.44","1.08620","-0.11"
"2023-05-16","1337.80","0.31","192.01","0.08","983.57","0.14","1.08745","0.22"
"2023-05-15","1333.60","1.01","191.86","0.75","982.21","0.04","1.08510","-0.60"
"2023-05-12","1320.30","-0.29","190.44","-0.33","981.85","-0.56","1.09160","-0.63"
"2023-05-11","1324.20","0.09","191.08","0.02","987.36","0.93","1.09855","0.18"
"2023-05-10","1323.00","0.02","191.05","-0.05","978.22","-0.13","1.09660","-0.31"
"2023-05-09","1322.70","-0.22","191.14","-0.29","979.52","-0.14","1.10005","-0.15"
"2023-05-08","1325.60","-1.01","191.70","-0.83","980.87","-1.44","1.10170","-0.43"
"2023-05-04","1339.10","-0.08","193.30","0.30","995.21","1.31","1.10650","0.50"
"2023-05-03","1340.20","0.08","192.72","-0.37","982.34","0.86","1.10100","0.34"
"2023-05-02","1339.10","-0.06","193.44","0.04","974.00","-2.66","1.09725","-0.50"
"2023-04-28","1339.90","0.19","193.37","0.26","1000.63","-0.10","1.10280","-0.13"
"2023-04-27","1337.30","0.30","192.87","-0.22","1001.61","0.42","1.10425","0.62"
"2023-04-26","1333.30","0.05","193.29","0.15","997.42","0.37","1.09750","-0.70"
"2023-04-25","1332.70","0.36","193.01","0.06","993.70","0.29","1.10520","0.52"
"2023-04-24","1327.90","0.02","192.89","0.18","990.86","0.13","1.09950","0.25"
"2023-04-21","1327.60","0.67","192.55","0.54","989.60","1.12","1.09675","0.14"
"2023-04-20","1318.80","0.00","191.52","-0.08","978.66","-0.55","1.09525","-0.21"
"2023-04-19","1318.80","0.57","191.67","0.56","984.07","0.90","1.09750","0.45"
"2023-04-18","1311.30","0.92","190.61","0.54","975.27","0.53","1.09260","-0.55"
"2023-04-17","1299.30","-1.42","189.58","-1.00","970.10","-2.42","1.09865","-0.57"
"2023-04-14","1318.00","-0.47","191.50","-0.32","994.15","-0.12","1.10500","0.49"
"2023-04-13","1324.20","0.36","192.11","0.36","995.34","0.81","1.09960","0.73"
"2023-04-12","1319.50","-0.04","191.43","-0.15","987.32","-0.10","1.09160","0.46"
"2023-04-11","1320.00","0.08","191.72","0.06","988.28","-1.11","1.08660","-0.39"
"2023-04-10","1318.90","0.02","191.61","0.06","999.36","-0.04","1.09090","-0.07"
"2023-04-07","1318.70","0.52","191.50","0.27","999.77","-0.16","1.09170","0.07"
"2023-04-06","1311.90","0.12","190.99","0.46","1001.34","0.63","1.09095","-0.44"
"2023-04-05","1310.30","-0.46","190.12","-0.63","995.03","-0.02","1.09580","0.46"
"2023-04-04","1316.30","1.61","191.33","1.57","995.27","2.32","1.09075","0.84"
"2023-04-03","1295.40","-0.64","188.37","-0.40","972.71","-0.89","1.08170","-0.79"
"2023-03-31","1303.80","0.35","189.13","0.19","981.44","0.24","1.09030","0.57"
"2023-03-30","1299.30","0.15","188.77","0.08","979.09","-1.24","1.08410","0.00"
"2023-03-29","1297.40","-0.22","188.61","-0.16","991.40","0.19","1.08410","0.36"
"2023-03-28","1300.30","0.82","188.91","0.12","989.54","0.33","1.08020","0.25"
"2023-03-27","1289.70","0.19","188.68","0.69","986.27","0.21","1.07755","-0.53"
"2023-03-24","1287.20","-1.52","187.39","-1.33","984.21","-1.08","1.08330","-0.27"
"2023-03-23","1307.10","-0.05","189.92","-0.07","994.94","0.64","1.08620","0.84"
"2023-03-22","1307.80","-0.05","190.05","0.11","988.62","-0.74","1.07710","0.45"
"2023-03-21","1308.40","0.37","189.84","0.31","996.00","0.90","1.07230","0.50"
"2023-03-20","1303.60","-0.65","189.26","-0.44","987.09","0.38","1.06700","0.52"
"2023-03-17","1312.10","0.78","190.10","0.57","983.40","0.58","1.06150","0.28"
"2023-03-16","1302.00","-0.22","189.03","-0.51","977.73","0.61","1.05850","-1.39"
"2023-03-15","1304.90","-0.18","189.99","0.33","971.81","-0.93","1.07345","0.07"
"2023-03-14","1307.30","-1.39","189.36","-0.44","980.90","-0.74","1.07270","0.23"
"2023-03-13","1325.70","0.45","190.19","0.51","988.26","1.96","1.07020","1.14"
"2023-03-10","1319.70","0.02","189.22","0.19","969.26","0.79","1.05810","0.33"
"2023-03-09","1319.50","1.57","188.86","0.97","961.66","1.56","1.05465","-0.04"
"2023-03-08","1299.10","0.19","187.04","-0.26","946.87","-0.77","1.05510","-1.24"
"2023-03-07","1296.70","-0.62","187.52","-0.70","954.19","-0.63","1.06830","0.56"
"2023-03-06","1304.80","-0.43","188.84","-0.68","960.22","0.18","1.06240","0.24"
"2023-03-03","1310.40","-0.67","190.13","0.39","958.49","-1.12","1.05990","-0.67"
"2023-03-02","1319.20","0.14","189.40","0.32","969.39","0.21","1.06700","0.57"
"2023-02-28","1317.40","1.30","188.79","0.55","967.36","1.43","1.06100","0.58"
"2023-02-27","1300.50","0.07","187.76","-0.27","953.69","-1.25","1.05490","-0.47"
"2023-02-24","1299.60","-0.32","188.26","-0.37","965.78","-0.09","1.05990","-0.08"
"2023-02-23","1303.80","0.62","188.95","0.16","966.67","0.69","1.06080","-0.39"
"2023-02-22","1295.80","0.00","188.64","0.08","960.07","-0.52","1.06490","-0.36"
"2023-02-21","1295.80","-0.15","188.49","-0.13","965.07","-0.13","1.06870","0.01"
"2023-02-20","1297.70","1.09","188.73","0.93","966.34","0.96","1.06860","0.19"
"2023-02-17","1283.70","0.34","187.00","0.12","957.16","0.20","1.06660","-0.23"
"2023-02-16","1279.30","0.74","186.77","0.30","955.27","0.13","1.06910","-0.41"
"2023-02-15","1269.90","-0.37","186.21","-0.20","954.06","-0.87","1.07350","0.12"
"2023-02-14","1274.60","0.81","186.58","0.35","962.43","0.10","1.07225","0.44"
"2023-02-13","1264.30","0.10","185.92","0.03","961.48","0.07","1.06755","-0.59"
"2023-02-10","1263.10","0.48","185.86","0.36","960.79","0.36","1.07390","0.24"
"2023-02-09","1257.10","0.09","185.19","0.16","957.32","-0.06","1.07130","-0.14"
"2023-02-08","1256.00","0.68","184.89","0.78","957.94","1.87","1.07280","0.02"
"2023-02-07","1247.50","1.65","183.46","0.81","940.34","0.98","1.07255","-0.58"
"2023-02-06","1227.20","0.65","181.99","0.28","931.18","-1.72","1.07880","-1.11"
"2023-02-03","1219.30","-0.98","181.49","-0.47","947.47","-1.00","1.09090","-0.88"
"2023-02-02","1231.40","0.05","182.34","0.14","957.06","1.15","1.10060","1.32"
"2023-02-01","1230.80","0.17","182.09","0.00","946.15","0.42","1.08630","0.14"
"2023-01-31","1228.70","-0.12","182.09","-0.13","942.22","-0.56","1.08475","-0.19"
"2023-01-30","1230.20","-0.10","182.33","0.18","947.51","0.09","1.08680","-0.24"
"2023-01-27","1231.40","-0.16","182.00","0.03","946.68","-0.69","1.08940","-0.22"
"2023-01-26","1233.40","-0.08","181.94","-0.20","953.21","0.45","1.09185","0.30"
"2023-01-25","1234.40","-0.13","182.30","-0.06","948.92","-1.40","1.08860","0.49"
"2023-01-20","1236.00","-0.31","182.41","-0.18","962.35","-0.07","1.08330","0.36"
"2023-01-19","1239.80","0.10","182.74","-0.11","962.99","-0.28","1.07940","0.03"
"2023-01-18","1238.50","0.36","182.95","-0.50","965.69","0.39","1.07910","-0.34"
"2023-01-17","1234.00","-0.53","183.87","-0.31","961.92","-0.82","1.08280","-0.01"
"2023-01-16","1240.60","-0.32","184.45","0.34","969.86","0.77","1.08290","-0.20"
"2023-01-13","1244.60","-0.06","183.83","0.01","962.46","2.16","1.08505","0.80"
"2023-01-12","1245.30","0.36","183.81","0.50","942.09","0.36","1.07640","0.26"
"2023-01-11","1240.80","-0.48","182.90","-0.19","938.72","-0.76","1.07360","-0.01"
"2023-01-10","1246.80","-1.61","183.24","-0.72","945.94","-1.32","1.07375","0.88"
"2023-01-09","1267.20","-0.24","184.56","0.04","958.55","0.67","1.06440","1.15"
"2023-01-06","1270.30","-0.35","184.48","-0.11","952.14","-1.09","1.05230","-0.78"
"2023-01-05","1274.70","0.20","184.68","0.36","962.62","-0.84","1.06060","0.50"
"2023-01-04","1272.10","0.25","184.01","0.44","970.77","-0.12","1.05530","-1.20"
"2023-01-03","1268.90","0.13","183.20","0.97","971.93","0.35","1.06810","-0.12"
"2023-01-02","1267.30","0.00","181.44","0.00","968.55","1.61","1.06940","0.30"
"2022-12-30","1267.30","-0.09","181.44","-0.30","953.18","0.85","1.06620","0.39"
"2022-12-29","1268.40","0.01","181.98","0.13","945.19","-0.53","1.06205","-0.15"
"2022-12-28","1268.30","-0.63","181.75","-0.47","950.18","-1.13","1.06360","-0.01"
"2022-12-27","1276.40","-0.45","182.61","-0.33","961.04","-0.45","1.06370","0.15"
"2022-12-26","1282.20","0.48","183.22","0.20","965.40","0.18","1.06210","0.20"
"2022-12-23","1276.10","-0.82","182.86","-0.94","963.68","-0.90","1.06000","-0.08"
"2022-12-22","1286.60","-0.88","184.60","-0.92","972.45","-1.15","1.06080","-0.17"
"2022-12-21","1298.00","-0.31","186.32","-0.04","983.74","3.45","1.06265","0.16"
"2022-12-20","1302.00","-0.62","186.40","-0.62","950.89","-1.11","1.06090","0.14"
"2022-12-19","1310.10","0.70","187.57","0.31","961.58","1.82","1.05940","-0.34"
"2022-12-16","1301.00","0.39","186.99","0.47","944.43","-1.29","1.06300","-0.43"
"2022-12-15","1296.00","-0.64","186.12","-0.53","956.74","-0.66","1.06760","0.38"
"2022-12-14","1304.40","-0.43","187.12","-0.29","963.05","1.12","1.06360","0.93"
"2022-12-13","1310.00","0.26","187.67","-0.21","952.35","-0.36","1.05380","0.09"
"2022-12-12","1306.60","-1.05","188.07","-0.78","955.75","-1.09","1.05280","-0.30"
"2022-12-09","1320.40","0.07","189.55","0.28","966.30","-0.09","1.05595","0.47"
"2022-12-08","1319.50","0.80","189.02","0.64","967.13","1.17","1.05100","0.41"
"2022-12-07","1309.00","1.22","187.81","1.07","955.93","1.09","1.04675","-0.25"
"2022-12-06","1293.20","-0.55","185.82","0.82","945.63","-2.17","1.04940","-0.37"
"2022-12-05","1300.40","-0.03","184.30","-0.12","966.59","0.50","1.05330","0.09"
"2022-12-02","1300.80","-1.46","184.52","-0.05","961.74","0.42","1.05235","1.03"
"2022-12-01","1320.10","-0.86","184.62","-0.01","957.74","-0.19","1.04160","0.92"
"2022-11-30","1331.50","-0.56","184.64","-0.43","959.54","-0.48","1.03215","-0.22"
"2022-11-29","1339.00","0.92","185.43","0.28","964.18","1.25","1.03440","-0.32"
"2022-11-28","1326.80","-0.48","184.92","-1.05","952.31","-0.92","1.03770","-0.30"
"2022-11-25","1333.20","-1.41","186.88","-1.18","961.18","-0.87","1.04080","0.06"
"2022-11-24","1352.30","-0.25","189.11","-0.04","969.63","0.96","1.04020","0.95"
"2022-11-23","1355.70","0.25","189.19","0.07","960.37","0.88","1.03045","0.59"
"2022-11-22","1352.30","0.92","189.06","0.84","951.96","-0.34","1.02440","-0.82"
"2022-11-21","1340.00","0.12","187.49","-0.27","955.20","0.09","1.03290","-0.34"
"2022-11-18","1338.40","0.97","187.99","0.20","954.30","0.37","1.03645","-0.28"
"2022-11-17","1325.60","0.24","187.62","0.00","950.80","0.05","1.03940","0.49"
"2022-11-16","1322.40","0.16","187.62","-0.03","950.31","0.79","1.03430","0.18"
"2022-11-15","1320.30","-1.03","187.67","0.67","942.84","-1.25","1.03240","0.07"
"2022-11-14","1334.10","-2.63","186.43","-1.29","954.74","-1.21","1.03170","1.21"
"2022-11-11","1370.10","0.13","188.87","0.24","966.39","3.44","1.01940","1.84"
"2022-11-10","1368.30","-1.37","188.42","-1.54","934.22","-1.94","1.00100","-0.65"
"2022-11-09","1387.30","-1.37","191.37","-1.67","952.75","-0.66","1.00750","0.55"
"2022-11-08","1406.50","-1.12","194.62","-0.14","959.12","-0.90","1.00200","0.92"
"2022-11-07","1422.40","0.02","194.89","0.52","967.85","0.88","0.99290","1.83"
"2022-11-04","1422.10","0.29","193.88","-0.33","959.39","0.11","0.97505","-0.63"
"2022-11-03","1418.00","-0.26","194.53","0.34","958.33","-0.27","0.98120","-0.65"
"2022-11-02","1421.70","-0.04","193.88","-0.68","960.90","0.41","0.98760","-0.08"
"2022-11-01","1422.20","0.20","195.20","-0.38","956.97","-0.44","0.98840","-0.74"
"2022-10-31","1419.30","0.08","195.94","-0.42","961.19","-0.90","0.99580","-0.13"
"2022-10-28","1418.10","-0.71","196.77","0.82","969.91","-0.58","0.99705","-1.13"
"2022-10-27","1428.20","-0.58","195.17","-0.21","975.58","0.58","1.00840","1.23"
"2022-10-26","1436.50","-0.01","195.58","-1.15","969.92","0.47","0.99610","0.77"
"2022-10-25","1436.60","0.00","197.86","0.05","965.39","0.35","0.98850","0.43"
"2022-10-24","1436.60","0.34","197.77","0.21","962.03","0.90","0.98430","0.64"
"2022-10-21","1431.70","0.78","197.35","0.58","953.42","0.56","0.97800","0.16"
"2022-10-20","1420.60","-0.35","196.21","-0.96","948.11","-0.81","0.97640","-1.05"
"2022-10-19","1425.60","-0.77","198.12","-0.57","955.82","-0.86","0.98680","0.27"
"2022-10-18","1436.60","0.54","199.25","0.23","964.10","0.25","0.98415","1.09"
"2022-10-17","1428.90","0.13","198.79","0.03","961.67","-0.74","0.97350","-0.42"
"2022-10-14","1427.00","-0.24","198.74","-0.25","968.87","-0.62","0.97760","0.74"
"2022-10-13","1430.40","-0.22","199.23","-0.22","974.88","-0.82","0.97045","-0.08"
"2022-10-12","1433.50","1.65","199.66","0.51","982.96","1.51","0.97125","0.04"
"2022-10-11","1410.30","0.43","198.64","-0.38","968.31","-0.03","0.97090","-0.83"
"2022-10-07","1404.20","-1.05","199.40","-1.05","968.58","-1.37","0.97900","-1.03"
"2022-10-06","1419.10","-0.85","201.52","-0.13","982.08","-1.16","0.98920","-0.93"
"2022-10-05","1431.20","-0.06","201.79","0.26","993.58","0.22","0.99850","1.55"
"2022-10-04","1432.10","-0.19","201.26","0.80","991.38","-0.19","0.98330","0.14"
"2022-09-30","1434.80","-0.12","199.66","0.30","993.25","-0.24","0.98190","0.99"
"2022-09-29","1436.50","0.65","199.06","-0.13","995.67","1.04","0.97230","1.40"
"2022-09-28","1427.20","-0.17","199.31","-0.18","985.43","-0.34","0.95885","-0.23"
"2022-09-27","1429.70","1.51","199.66","0.64","988.80","0.74","0.96110","-0.87"
"2022-09-26","1408.40","0.03","198.40","-0.03","981.53","-0.77","0.96955","-1.46"
"2022-09-23","1408.00","1.03","198.45","0.33","989.15","2.42","0.98390","-0.01"
"2022-09-22","1393.60","0.32","197.80","-0.14","965.80","-0.14","0.98400","-1.32"
"2022-09-21","1389.10","-0.07","198.08","-0.12","967.17","-0.27","0.99720","-0.55"
"2022-09-20","1390.10","-0.29","198.32","-0.27","969.83","-0.59","1.00275","0.09"
"2022-09-19","1394.20","0.00","198.85","-0.54","975.54","0.30","1.00180","0.25"
"2022-09-16","1394.20","0.18","199.92","0.15","972.58","-0.07","0.99930","0.12"
"2022-09-15","1391.70","1.23","199.62","0.48","973.25","2.59","0.99815","0.16"
"2022-09-14","1374.80","-0.46","198.66","0.20","948.69","-2.00","0.99660","-1.57"
"2022-09-13","1381.20","-0.30","198.27","-0.13","968.07","0.71","1.01250","1.22"
"2022-09-08","1385.30","1.09","198.52","0.51","961.25","0.54","1.00030","1.12"
"2022-09-07","1370.30","0.04","197.52","0.04","956.05","-1.94","0.98920","-0.50"
"2022-09-06","1369.70","0.97","197.45","0.56","974.98","0.89","0.99420","0.20"
"2022-09-05","1356.50","0.38","196.35","0.50","966.34","0.21","0.99220","-0.25"
"2022-09-02","1351.40","0.47","195.37","0.39","964.29","-0.21","0.99465","-1.02"
"2022-09-01","1345.10","-0.18","194.61","-0.12","966.34","-0.44","1.00490","0.28"
"2022-08-31","1347.50","-0.01","194.84","-0.01","970.65","-0.07","1.00205","0.23"
"2022-08-30","1347.70","1.14","194.85","0.33","971.35","0.57","0.99980","0.52"
"2022-08-29","1332.50","-0.33","194.20","-0.27","965.89","-1.33","0.99460","-0.25"
"2022-08-26","1336.90","-0.34","194.73","-0.28","978.95","0.09","0.99710","0.05"
"2022-08-25","1341.40","-0.03","195.27","-0.03","978.09","-0.38","0.99660","-0.07"
"2022-08-24","1341.80","0.27","195.32","-0.13","981.82","0.87","0.99730","0.32"
"2022-08-23","1338.20","0.87","195.57","0.54","973.34","0.47","0.99410","-0.95"
"2022-08-22","1326.70","0.71","194.51","0.36","968.75","-0.10","1.00360","-0.51"
"2022-08-19","1317.30","0.57","193.81","0.46","969.71","0.04","1.00870","-0.88"
"2022-08-18","1309.80","0.02","192.92","0.18","969.32","-0.63","1.01770","0.05"
"2022-08-17","1309.60","0.50","192.58","-0.38","975.46","-0.38","1.01720","0.09"
"2022-08-16","1303.10","0.05","193.31","0.02","979.22","0.00","1.01630","-1.55"
"2022-08-12","1302.50","-0.50","193.28","-0.14","979.21","-0.62","1.03225","0.20"
"2022-08-11","1309.10","0.31","193.55","0.24","985.29","2.02","1.03015","0.91"
"2022-08-10","1305.10","0.02","193.09","0.19","965.77","-0.13","1.02085","0.11"
"2022-08-09","1304.80","0.42","192.73","0.28","967.06","0.54","1.01970","0.22"
"2022-08-08","1299.30","-0.79","192.20","-0.84","961.91","-2.46","1.01750","-0.73"
"2022-08-05","1309.70","-0.06","193.83","0.06","986.22","0.88","1.02500","0.88"
"2022-08-04","1310.50","0.25","193.71","0.54","977.66","-0.40","1.01610","-0.04"
"2022-08-03","1307.20","0.06","192.67","-0.24","981.57","-1.16","1.01650","-0.99"
"2022-08-02","1306.40","0.60","193.14","0.40","993.08","2.02","1.02665","0.48"
"2022-08-01","1298.60","-0.41","192.37","-0.51","973.43","0.30","1.02170","0.23"
"2022-07-29","1304.00","-0.67","193.35","-0.41","970.53","0.83","1.01940","-0.10"
"2022-07-28","1312.80","0.21","194.14","0.15","962.57","0.57","1.02045","0.73"
"2022-07-27","1310.00","-0.08","193.84","0.07","957.15","-0.35","1.01310","-0.87"
"2022-07-26","1311.00","-0.05","193.71","-0.02","960.47","-0.19","1.02195","0.08"
"2022-07-25","1311.70","-0.03","193.74","-0.14","962.26","0.64","1.02110","-0.14"
"2022-07-22","1312.10","0.27","194.01","0.07","956.17","1.06","1.02255","0.43"
"2022-07-21","1308.60","-0.48","193.88","-0.48","946.14","-0.55","1.01820","-0.51"
"2022-07-20","1314.90","-0.22","194.82","0.02","951.34","-0.23","1.02345","0.93"
"2022-07-19","1317.80","-0.45","194.78","-0.40","953.51","-0.28","1.01400","0.54"
"2022-07-18","1323.70","1.05","195.56","0.58","956.19","1.48","1.00860","0.67"
"2022-07-15","1310.00","0.31","194.44","0.34","942.24","-0.82","1.00190","-0.32"
"2022-07-14","1305.90","-0.53","193.79","-0.55","949.99","-0.95","1.00515","0.22"
"2022-07-13","1312.90","0.95","194.86","0.42","959.06","1.26","1.00290","-0.16"
"2022-07-12","1300.60","0.10","194.05","0.06","947.10","-0.72","1.00455","-1.26"
"2022-07-11","1299.30","-0.26","193.94","-0.16","954.00","-0.43","1.01740","0.10"
"2022-07-08","1302.70","-0.36","194.25","-0.26","958.11","-0.29","1.01635","-0.19"
"2022-07-07","1307.40","0.72","194.76","0.31","960.93","0.41","1.01830","-0.82"
"2022-07-06","1298.00","0.01","194.16","0.19","957.05","0.17","1.02675","-1.59"
"2022-07-05","1297.90","0.29","193.79","0.38","955.43","-0.18","1.04330","-0.01"
"2022-07-04","1294.20","-0.43","193.06","-0.43","957.14","0.00","1.04340","-0.42"
"2022-07-01","1299.80","0.53","193.89","0.59","957.18","1.13","1.04775","0.34"
"2022-06-30","1292.90","0.62","192.75","0.43","946.45","0.23","1.04420","-0.80"
"2022-06-29","1284.90","-0.05","191.92","-0.08","944.26","-0.59","1.05260","-0.50"
"2022-06-28","1285.60","-1.06","192.07","-0.98","949.87","-1.19","1.05790","0.06"
"2022-06-27","1299.40","-0.10","193.97","0.10","961.27","-0.35","1.05730","0.44"
"2022-06-24","1300.70","0.39","193.77","0.40","964.66","1.35","1.05270","-0.38"
"2022-06-23","1295.70","0.40","192.99","-0.06","951.78","0.65","1.05675","0.32"
"2022-06-22","1290.60","-0.09","193.11","-0.04","945.63","-1.08","1.05335","0.15"
"2022-06-21","1291.70","0.33","193.18","0.55","955.93","0.37","1.05175","0.26"
"2022-06-20","1287.50","0.26","192.12","0.26","952.40","-1.69","1.04900","-0.56"
"2022-06-17","1284.10","-0.56","191.62","-0.19","968.73","0.58","1.05490","0.99"
"2022-06-16","1291.30","0.12","191.98","0.53","963.12","1.03","1.04460","0.15"
"2022-06-15","1289.70","0.29","190.96","0.19","953.32","-0.48","1.04305","0.17"
"2022-06-14","1286.00","1.58","190.60","0.85","957.88","1.91","1.04125","-0.90"
"2022-06-13","1266.00","0.67","189.00","0.52","939.97","0.49","1.05075","-1.02"
"2022-06-10","1257.60","0.18","188.02","-0.04","935.40","0.13","1.06160","-0.96"
"2022-06-09","1255.40","-0.14","188.10","-0.16","934.18","-1.35","1.07190","0.13"
"2022-06-08","1257.10","1.29","188.40","0.73","947.00","0.72","1.07055","0.12"
"2022-06-07","1241.10","-0.81","187.04","0.19","940.19","-2.40","1.06925","-0.53"
"2022-06-03","1251.20","1.03","186.69","0.75","963.31","1.25","1.07500","0.92"
"2022-06-02","1238.40","-0.59","185.30","-0.59","951.41","-2.48","1.06520","-1.14"
"2022-05-31","1245.80","-0.88","186.40","0.36","975.61","-1.26","1.07745","0.42"
"2022-05-30","1256.90","-0.75","185.74","-1.14","988.01","-0.85","1.07290","-0.05"
"2022-05-27","1266.40","0.25","187.88","-0.74","996.50","0.36","1.07340","0.38"
"2022-05-26","1263.30","-0.08","189.29","-0.10","992.97","-0.36","1.06930","-0.39"
"2022-05-25","1264.30","-0.27","189.48","-0.09","996.57","0.48","1.07350","0.49"
"2022-05-24","1267.70","-0.14","189.66","0.39","991.79","-0.09","1.06830","1.00"
"2022-05-23","1269.50","-0.40","188.93","0.43","992.69","-0.49","1.05770","-0.04"
"2022-05-20","1274.60","0.42","188.13","0.10","997.61","0.87","1.05810","1.04"
"2022-05-19","1269.30","-0.62","187.94","-0.18","988.98","0.23","1.04720","-0.73"
"2022-05-18","1277.20","-0.34","188.28","-0.13","986.67","-0.67","1.05490","1.08"
"2022-05-17","1281.60","-0.34","188.53","0.05","993.30","-0.06","1.04360","0.33"
"2022-05-16","1286.00","-0.03","188.43","-0.76","993.86","-0.67","1.04020","0.20"
"2022-05-13","1286.40","0.74","189.87","0.32","1000.58","1.79","1.03810","-1.29"
"2022-05-12","1277.00","0.12","189.27","-0.04","982.95","0.46","1.05170","-0.16"
"2022-05-11","1275.50","0.07","189.34","0.25","978.48","0.09","1.05340","-0.24"
"2022-05-10","1274.60","0.15","188.87","-0.46","977.57","0.38","1.05590","0.22"
"2022-05-09","1272.70","0.86","189.74","0.01","973.87","0.51","1.05360","-0.06"
"2022-05-06","1261.80","-0.31","189.72","0.11","968.94","-0.39","1.05420","0.18"
"2022-05-04","1265.70","-0.01","189.51","-0.02","972.75","0.05","1.05230","0.14"
"2022-05-03","1265.80","0.03","189.55","-0.19","972.23","-0.12","1.05080","-0.38"
"2022-05-02","1265.40","-0.32","189.91","-1.10","973.35","0.33","1.05480","0.47"
"2022-04-29","1269.40","0.50","192.03","0.19","970.16","-1.30","1.04990","-0.49"
"2022-04-28","1263.10","1.19","191.67","0.77","982.92","0.22","1.05510","-0.88"
"2022-04-27","1248.30","0.10","190.20","0.19","980.79","0.69","1.06450","-0.60"
"2022-04-26","1247.10","0.43","189.83","-0.90","974.03","0.98","1.07090","-0.92"
"2022-04-25","1241.70","0.43","191.55","0.06","964.61","0.12","1.08080","-0.26"
"2022-04-22","1236.40","-0.06","191.43","-0.60","963.42","-0.38","1.08360","-0.17"
"2022-04-21","1237.10","0.18","192.58","-0.45","967.13","1.16","1.08540","0.60"
"2022-04-20","1234.90","0.17","193.45","0.11","956.06","-1.38","1.07890","0.09"
