"일자","원/달러","달러_등락률(%)","원/위안","위안_등락률(%)","원/엔","엔_등락률(%)","달러/유로","유로_등락률(%)"
"2018-06-25","1108.90","-0.01","170.43","-0.20","1009.24","0.05","1.16690","0.53"
"2018-06-22","1109.00","0.09","170.78","-0.22","1008.78","0.51","1.16080","0.27"
"2018-06-21","1108.00","0.23","171.16","-0.02","1003.67","-0.10","1.15770","-0.11"
"2018-06-20","1105.50","0.10","171.20","0.01","1004.68","0.55","1.15900","-0.28"
"2018-06-19","1104.40","1.19","171.19","0.72","999.23","1.26","1.16230","0.22"
"2018-06-18","1091.40","0.82","169.97","0.31","986.84","0.85","1.15970","0.14"
"2018-06-15","1082.50","0.69","169.44","1.02","978.53","0.33","1.15810","-1.84"
"2018-06-14","1075.10","0.15","167.73","0.08","975.32","0.12","1.17980","0.17"
"2018-06-12","1073.50","0.03","167.60","-0.11","974.18","-0.68","1.17780","0.03"
"2018-06-11","1073.20","0.50","167.78","0.28","980.81","0.72","1.17750","-0.19"
"2018-06-08","1067.90","-0.16","167.31","0.27","973.78","0.30","1.17970","0.14"
"2018-06-07","1069.60","-0.12","166.86","-0.05","970.91","-0.34","1.17810","0.74"
"2018-06-05","1070.90","-0.47","166.94","-0.49","974.21","-0.84","1.16950","0.26"
"2018-06-04","1076.00","-0.04","167.76","-0.14","982.51","-0.72","1.16650","-0.29"
"2018-06-01","1076.40","-0.45","167.99","-0.17","989.61","-0.44","1.16990","0.29"
"2018-05-31","1081.30","0.48","168.27","0.18","993.98","0.26","1.16650","1.05"
"2018-05-30","1076.10","0.27","167.96","-0.11","991.39","1.11","1.15440","-0.73"
"2018-05-29","1073.20","-0.51","168.15","-0.51","980.49","-0.34","1.16290","-0.52"
"2018-05-28","1078.70","-0.09","169.01","-0.06","983.81","-0.44","1.16900","-0.25"
"2018-05-25","1079.70","0.08","169.11","-0.27","988.19","0.78","1.17190","0.10"
"2018-05-24","1078.80","-0.46","169.57","-0.31","980.59","0.27","1.17070","-0.64"
"2018-05-23","1083.80","0.35","170.09","0.10","977.94","0.37","1.17830","0.13"
"2018-05-21","1080.00","0.06","169.92","0.01","974.33","0.01","1.17680","-0.25"
"2018-05-18","1079.30","0.06","169.90","0.25","974.27","-0.37","1.17970","-0.19"
"2018-05-17","1078.70","0.57","169.48","0.15","977.84","0.49","1.18190","-0.06"
"2018-05-16","1072.60","0.56","169.23","0.48","973.10","0.11","1.18260","-0.89"
"2018-05-15","1066.60","-0.19","168.42","-0.16","972.07","-0.53","1.19320","-0.13"
"2018-05-14","1068.60","-0.62","168.69","-0.31","977.23","-0.59","1.19470","0.23"
"2018-05-11","1075.30","-0.55","169.22","-0.32","983.04","-0.25","1.19190","0.53"
"2018-05-10","1081.30","0.29","169.76","0.15","985.46","-0.31","1.18560","-0.07"
"2018-05-09","1078.20","0.14","169.50","-0.12","988.49","0.17","1.18640","-0.51"
"2018-05-08","1076.70","0.02","169.71","0.38","986.85","0.06","1.19250","-0.52"
"2018-05-04","1076.50","0.15","169.07","0.02","986.30","0.76","1.19870","0.29"
"2018-05-03","1074.90","0.69","169.04","-0.02","978.83","0.77","1.19520","-0.32"
"2018-05-02","1067.50","-0.81","169.07","-0.51","971.38","-1.48","1.19900","-1.08"
"2018-04-30","1076.20","-0.32","169.94","-0.44","985.94","-0.15","1.21210","0.13"
"2018-04-27","1079.70","0.09","170.69","-0.22","987.43","0.17","1.21050","-0.53"
"2018-04-26","1078.70","0.17","171.07","0.30","985.79","-0.38","1.21700","-0.54"
"2018-04-25","1076.90","0.75","170.56","0.39","989.52","0.63","1.22360","0.22"
"2018-04-24","1068.90","0.15","169.89","-0.08","983.35","-0.68","1.22090","-0.59"
"2018-04-23","1067.30","0.36","170.03","0.10","990.12","-0.02","1.22820","-0.53"
"2018-04-20","1063.50","-0.28","169.86","0.16","990.32","-0.44","1.23470","-0.30"
"2018-04-19","1066.50","-0.18","169.59","-0.43","994.73","-0.35","1.23840","0.10"
"2018-04-18","1068.40","-0.44","170.33","-0.30","998.22","-0.34","1.23720","-0.07"
"2018-04-17","1073.10","0.29","170.85","0.34","1001.63","0.69","1.23810","0.42"
"2018-04-16","1070.00","0.12","170.27","-0.06","994.75","-0.18","1.23290","0.01"
"2018-04-13","1068.70","0.22","170.37","0.27","996.50","-0.18","1.23280","-0.34"
"2018-04-12","1066.40","-0.12","169.91","0.30","998.27","0.21","1.23700","0.09"
"2018-04-11","1067.70","0.02","169.41","0.00","996.17","-0.42","1.23590","0.28"
"2018-04-10","1067.50","0.14","169.41","0.23","1000.33","0.28","1.23240","0.40"
"2018-04-09","1066.00","0.61","169.02","0.27","997.52","0.86","1.22750","0.24"
"2018-04-06","1059.50","0.18","168.56","0.18","989.03","-0.17","1.22460","-0.33"
"2018-04-05","1057.60","-0.02","168.26","-0.20","990.68","-0.22","1.22860","0.11"
"2018-04-04","1057.80","-0.03","168.60","-0.14","992.82","-0.69","1.22720","-0.25"
"2018-04-03","1058.10","-0.59","168.83","-0.57","999.67","-0.11","1.23030","-0.12"
"2018-04-02","1064.40","-0.20","169.80","0.07","1000.80","-0.07","1.23180","0.13"
"2018-03-30","1066.50","-0.27","169.68","-0.55","1001.46","0.03","1.23020","-0.07"
"2018-03-29","1069.40","-0.26","170.61","-0.53","1001.17","-1.59","1.23110","-0.78"
"2018-03-28","1072.20","-0.83","171.52","0.10","1017.36","-0.79","1.24080","-0.35"
"2018-03-27","1081.20","0.04","171.35","0.44","1025.47","-0.58","1.24520","0.70"
"2018-03-26","1080.80","1.08","170.60","0.77","1031.49","1.17","1.23660","0.36"
"2018-03-23","1069.20","-0.21","169.30","0.05","1019.60","0.81","1.23220","-0.20"
"2018-03-22","1071.40","0.04","169.21","-0.08","1011.42","0.60","1.23470","0.82"
"2018-03-21","1071.00","-0.02","169.35","0.12","1005.40","-0.47","1.22460","-0.74"
"2018-03-20","1071.20","0.15","169.15","0.06","1010.14","0.09","1.23370","0.42"
"2018-03-19","1069.60","0.36","169.05","0.01","1009.20","0.66","1.22850","-0.17"
"2018-03-16","1065.80","0.00","169.04","0.18","1002.59","-0.02","1.23060","-0.52"
"2018-03-15","1065.80","0.00","168.74","0.11","1002.78","0.18","1.23700","-0.19"
"2018-03-14","1065.80","0.14","168.55","0.18","1000.99","0.05","1.23940","0.49"
"2018-03-13","1064.30","-0.46","168.24","-0.20","1000.52","0.05","1.23330","0.15"
"2018-03-12","1069.20","0.07","168.58","-0.18","1000.05","-0.50","1.23140","-0.01"
"2018-03-09","1068.40","-0.03","168.89","-0.04","1005.03","-0.23","1.23150","-0.77"
"2018-03-08","1068.70","-0.62","168.96","-0.44","1007.30","-1.11","1.24110","-0.08"
"2018-03-07","1075.40","-0.47","169.71","-0.58","1018.61","0.11","1.24210","0.67"
"2018-03-06","1080.50","-0.07","170.70","0.29","1017.52","-0.56","1.23380","0.01"
"2018-03-05","1081.30","-0.06","170.21","-0.46","1023.28","0.39","1.23370","0.55"
"2018-03-02","1081.90","1.02","170.99","0.46","1019.27","2.21","1.22690","0.27"
"2018-02-28","1071.00","-0.25","170.20","0.13","997.25","-0.60","1.22360","-0.62"
"2018-02-27","1073.70","-0.45","169.98","-0.13","1003.22","-0.52","1.23120","0.14"
"2018-02-26","1078.50","-0.41","170.20","-0.32","1008.42","-0.65","1.22950","-0.33"
"2018-02-23","1082.90","0.71","170.74","0.71","1015.04","1.71","1.23360","0.47"
"2018-02-22","1075.30","0.47","169.53","0.00","998.00","0.06","1.22780","-0.47"
"2018-02-21","1070.30","0.22","169.53","0.01","997.39","-0.43","1.23360","-0.57"
"2018-02-20","1068.00","-1.10","169.52","-0.62","1001.74","-1.46","1.24070","-0.10"
"2018-02-19","1079.90","-0.27","170.57","-0.29","1016.62","1.24","1.24200","0.57"
"2018-02-14","1082.80","-0.06","171.06","-0.37","1004.13","0.75","1.23500","0.43"
"2018-02-13","1083.40","-0.85","171.70","-0.12","996.64","-0.77","1.22970","0.39"
"2018-02-12","1092.70","0.45","171.91","-0.15","1004.37","0.36","1.22490","0.00"
"2018-02-09","1087.80","0.42","172.17","-0.40","1000.78","1.04","1.22490","-0.07"
"2018-02-08","1083.30","-1.01","172.87","-0.48","990.45","-0.71","1.22570","-1.00"
"2018-02-07","1094.30","0.41","173.70","0.53","997.58","-0.07","1.23810","0.04"
"2018-02-06","1089.80","1.22","172.79","0.96","998.31","2.15","1.23760","-0.43"
"2018-02-05","1076.70","0.52","171.15","0.62","977.26","-0.14","1.24290","-0.62"
"2018-02-02","1071.10","0.01","170.09","0.49","978.62","-0.21","1.25070","0.72"
"2018-02-01","1071.00","-0.05","169.26","0.16","980.68","-0.44","1.24170","0.10"
"2018-01-31","1071.50","0.63","168.99","0.39","985.02","0.77","1.24040","0.16"
"2018-01-30","1064.80","0.00","168.33","0.11","977.46","-0.24","1.23840","-0.30"
"2018-01-29","1064.80","0.29","168.15","0.44","979.85","1.17","1.24210","0.29"
"2018-01-26","1061.70","-0.83","167.42","-0.01","968.48","-1.22","1.23850","-0.12"
"2018-01-25","1070.60","0.08","167.44","0.15","980.49","1.07","1.24000","0.84"
"2018-01-24","1069.70","0.07","167.19","0.20","970.12","0.69","1.22970","0.30"
"2018-01-23","1068.90","0.15","166.86","0.07","963.49","-0.12","1.22600","0.02"
"2018-01-22","1067.30","-0.20","166.74","0.40","964.62","0.13","1.22570","0.11"
"2018-01-19","1069.40","0.34","166.07","0.25","963.38","0.59","1.22430","0.56"
"2018-01-18","1065.80","0.17","165.65","0.17","957.76","-0.64","1.21750","-0.69"
"2018-01-17","1064.00","0.25","165.37","0.30","963.90","0.40","1.22590","-0.06"
"2018-01-16","1061.30","-0.32","164.87","0.47","960.02","0.20","1.22660","0.53"
"2018-01-15","1064.70","-0.61","164.10","-0.04","958.07","-0.48","1.22010","1.40"
"2018-01-12","1071.20","0.05","164.16","0.18","962.66","0.16","1.20330","0.67"
"2018-01-11","1070.70","0.34","163.86","-0.13","961.17","1.46","1.19530","0.14"
"2018-01-10","1067.10","0.18","164.08","-0.14","947.31","0.64","1.19360","-0.27"
"2018-01-09","1065.20","0.29","164.31","0.27","941.28","0.28","1.19680","-0.56"
"2018-01-08","1062.10","-0.32","163.86","-0.04","938.62","-0.65","1.20360","-0.29"
"2018-01-05","1065.50","0.01","163.92","0.01","944.72","-0.20","1.20710","0.48"
"2018-01-04","1065.40","0.10","163.90","0.05","946.64","-0.16","1.20130","-0.41"
"2018-01-03","1064.30","-0.66","163.82","0.10","948.11","-0.31","1.20620","0.42"
"2018-01-02","1071.40","0.00","163.65","0.00","951.05","0.20","1.20120","0.60"
