"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2022-04-중","대파(일반)","2694487","2674559550","1947929","38.3",,"0.0","2906629","-7.3",,"0.0"
"2022-04-상","대파(일반)","2520481","2354599250","2196846","14.7",,"0.0","2959066","-14.8",,"0.0"
"2022-03-하","대파(일반)","3258737","3612411950","2182749","49.3","9164254000","-60.6","3437421","-5.2","4654851492","-22.4"
"2022-03-중","대파(일반)","2629518","3500418250","2521887","4.3","4210124400","-16.9","3301228","-20.3","1846266956","89.6"
"2022-03-상","대파(일반)","2660338","4302882750","2687370","-1.0",,"0.0","3421502","-22.2",,"0.0"
"2022-02-하","대파(일반)","2148005","2790026300","1718670","25.0","8955975700","-68.8","2717622","-21.0","3658687637","-23.7"
"2022-02-중","대파(일반)","2260584","2458523200","1818406","24.3","7994698700","-69.2","3277624","-31.0","5133144447","-52.1"
"2022-02-상","대파(일반)","2080492","2234155400","3272844","-36.4","13289704200","-83.2","3506795","-40.7","5918596027","-62.3"
"2022-01-하","대파(일반)","3306386","4228822100","2810678","17.6","8911605050","-52.5","3808062","-13.2","5884903898","-28.1"
"2022-01-중","대파(일반)","2823735","3278597700","2693337","4.8","8138485200","-59.7","3570115","-20.9","4990229184","-34.3"
"2022-01-상","대파(일반)","2293441","2494738250","1838912","24.7","4656639700","-46.4","3966910","-42.2","6331492015","-60.6"
"2021-12-하","대파(일반)","3114557","3658827700","3399745","-8.4","5637479300","-35.1","3756777","-17.1","5329702730","-31.4"
"2021-12-중","대파(일반)","2314469","2409014050","2247308","3.0","3899683000","-38.2","3321398","-30.3","4676706277","-48.5"
"2021-12-상","대파(일반)","2525228","3457214090","2711506","-6.9","4301051810","-19.6","3025380","-16.5","4425129069","-21.9"
"2021-11-하","대파(일반)","2423255","2933617100","2771359","-12.6","5382056750","-45.5","3233216","-25.1","4780708760","-38.6"
"2021-11-중","대파(일반)","2693581","4220194100","2739327","-1.7","6756859450","-37.5","3044182","-11.5","4926586945","-14.3"
"2021-11-상","대파(일반)","2747888","3729115466","2555656","7.5","6255116900","-40.4","3011224","-8.7","4371996670","-14.7"
"2021-10-하","대파(일반)","2648460","3705275520","2895048","-8.5","6943609800","-46.6","3171074","-16.5","4761645697","-22.2"
"2021-10-중","대파(일반)","2662741","3177761750","2437473","9.2","5348492200","-40.6","3018524","-11.8","4543124617","-30.1"
"2021-10-상","대파(일반)","2188684","2315304850","1818829","20.3","4681713280","-50.5","2775838","-21.2","5362096852","-56.8"
"2021-09-하","대파(일반)","2037698","2174984800","3100175","-34.3","7253471580","-70.0","3273020","-37.7","5965974610","-63.5"
"2021-09-중","대파(일반)","2435614","3997930025","2546322","-4.3","5538770460","-27.8","3260923","-25.3","6062048520","-34.0"
"2021-09-상","대파(일반)","2440380","3135149000","2300831","6.1","5263377250","-40.4","3022525","-19.3","5734366015","-45.3"
"2021-08-하","대파(일반)","2294822","2704203700","2463259","-6.8","4862849010","-44.4","3046365","-24.7","5511656390","-50.9"
"2021-08-중","대파(일반)","2391315","2374583200","2464608","-3.0","5020157260","-52.7","2648342","-9.7","4250884124","-44.1"
"2021-08-상","대파(일반)","1674875","2148176460","1566667","6.9","3762971090","-42.9","2431257","-31.1","3810322605","-43.6"
"2021-07-하","대파(일반)","2246688","1569976200","2624743","-14.4","3600110960","-56.4","2623715","-14.4","3254214684","-51.8"
"2021-07-중","대파(일반)","1592657","1152538750","2083543","-23.6","3137617100","-63.3","2502838","-36.4","2844586193","-59.5"
"2021-07-상","대파(일반)","2188138","1921266250","2425338","-9.8","2733028900","-29.7","2455536","-10.9","2778582257","-30.9"
"2021-06-하","대파(일반)","2423385","1786640200","1643205","47.5","2209085800","-19.1","1797717","34.8","2025094047","-11.8"
"2021-06-중","대파(일반)","2132699","1881419200",,"0.0",,"0.0",,"0.0",,"0.0"
"2021-06-상","대파(일반)","2647429","2729058900",,"0.0",,"0.0",,"0.0",,"0.0"
"2021-05-하","대파(일반)","2771615","3559296850","2517954","10.1","2327260000","52.9","2952048","-6.1","2835242297","25.5"
"2021-05-중","대파(일반)","2606462","4917924300","2372512","9.9",,"0.0","2689305","-3.1",,"0.0"
"2021-05-상","대파(일반)","2142970","6750750900","1996063","7.4",,"0.0","2650244","-19.1",,"0.0"
"2021-04-하","대파(일반)","2268596","7275955300","2431900","-6.7","2268308050","220.8","2847762","-20.3","2672209431","172.3"
"2021-04-중","대파(일반)","1947929","7956503600","2278857","-14.5","1852988800","329.4","3066479","-36.5","2808818688","183.3"
"2021-04-상","대파(일반)","2196846","9032957660","2545253","-13.7","1894876890","376.7","3135238","-29.9","3319262262","172.1"
"2021-03-하","대파(일반)","2182749","9164254000","2735535","-20.2","1860765500","392.5","3639497","-40.0","4083839644","124.4"
"2021-03-중","대파(일반)","2521887","10277407700","2690575","-6.3","1916073950","436.4","3474777","-27.4","4384185603","134.4"
"2021-03-상","대파(일반)","2687370","13036208600","2573275","4.4","1880991700","593.0","3557327","-24.5","4918515500","165.0"
"2021-02-하","대파(일반)","1718670","8955975700","2067999","-16.9","1740173300","414.7","2454958","-30.0","3213413947","178.7"
"2021-02-중","대파(일반)","1818406","7994698700","2725518","-33.3","2137392100","274.0","3490571","-47.9","5040155740","58.6"
"2021-02-상","대파(일반)","3272844","13289704200","2242816","45.9","2121377800","526.5","3642897","-10.2","5918596027","124.5"
"2021-01-하","대파(일반)","2810678","8911605050","2598654","8.2","2104985000","323.4","3794455","-25.9","5573630289","59.9"
"2021-01-중","대파(일반)","2693337","8138485200","3116652","-13.6","2852318550","185.3","3584434","-24.9","4434165415","83.5"
"2021-01-상","대파(일반)","1838912","4656639700","2598880","-29.2","3114549780","49.5","4199086","-56.2","6353955929","-26.7"
"2020-12-하","대파(일반)","3399745","5637479300","3033703","12.1","3556191300","58.5","3790638","-10.3","5407912576","4.2"
"2020-12-중","대파(일반)","2247309","3899683000","2856598","-21.3","3036185450","28.4","3460325","-35.1","4605245930","-15.3"
"2020-12-상","대파(일반)","2711506","4301051810","2309858","17.4","2783423600","54.5","3143226","-13.7","4575581998","-6.0"
"2020-11-하","대파(일반)","2771359","5382056750","2830507","-2.1","3266168510","64.8","3191464","-13.2","4534197877","18.7"
"2020-11-중","대파(일반)","2739327","6756859450","2512078","9.0","3378974100","100.0","2971778","-7.8","4257462005","58.7"
"2020-11-상","대파(일반)","2555656","6255116900","2278139","12.2","2770052650","125.8","2941620","-13.1","3794076750","64.9"
"2020-10-하","대파(일반)","2895048","6943609800","2830081","2.3","3610221200","92.3","3093581","-6.4","4190176039","65.7"
"2020-10-중","대파(일반)","2437473","5348492200","2396280","1.7","3093198280","72.9","3034107","-19.7","4086681141","30.9"
"2020-10-상","대파(일반)","1818829","4681713280","2368178","-23.2","3527751060","32.7","2715867","-33.0","4991033002","-6.2"
"2020-09-하","대파(일반)","3100175","7253471580","2238446","38.5","3195399620","127.0","3162334","-2.0","5077014183","42.9"
"2020-09-중","대파(일반)","2546322","5538770460","2076663","22.6","3011964100","83.9","3247844","-21.6","5512564846","0.5"
"2020-09-상","대파(일반)","2300831","5263377250","2426502","-5.2","3631463590","44.9","3063559","-24.9","5315358461","-1.0"
"2020-08-하","대파(일반)","2463259","4862849010","2824628","-12.8","3212766010","51.4","3064938","-19.6","5394774558","-9.9"
"2020-08-중","대파(일반)","2464608","5020157260","2156899","14.3","3049216350","64.6","2658591","-7.3","4095296804","22.6"
"2020-08-상","대파(일반)","1566667","3762971090","2044422","-23.4","3284514355","14.6","2453809","-36.2","3671643980","2.5"
"2020-07-하","대파(일반)","2624743","3600110960","2075836","26.4","2725912940","32.1","2592566","1.2","3219360510","11.8"
"2020-07-중","대파(일반)","2083543","3137617100","2265209","-8.0","3042846589","3.1","2529069","-17.6","2888333122","8.6"
"2020-07-상","대파(일반)","2425338","2733028900","2109399","15.0","2863860420","-4.6","2445278","-0.8","2853396259","-4.2"
"2020-06-하","대파(일반)","2263219","3028483120","1943906","16.4","2266467100","33.6","2512296","-9.9","2891658264","4.7"
"2020-06-중","대파(일반)","2120342","3109562950","2331545","-9.1","2878986400","8.0","2583209","-17.9","3082375059","0.9"
"2020-06-상","대파(일반)","2579027","3156451100","2086089","23.6","3229082400","-2.2","2606373","-1.0","3592120680","-12.1"
"2020-05-하","대파(일반)","2517954","3314929100","2395710","5.1","3530366600","-6.1","2839148","-11.3","4032342244","-17.8"
"2020-05-중","대파(일반)","2372512","2854677600","1868736","27.0","2278613000","25.3","2732804","-13.2","3478616490","-17.9"
"2020-05-상","대파(일반)","1996063","2160507880","2248556","-11.2","2231342400","-3.2","2696524","-26.0","3223265465","-33.0"
"2020-04-하","대파(일반)","2431900","2268308050","1979522","22.9","1500862020","51.1","2875487","-15.4","3036384269","-25.3"
"2020-04-중","대파(일반)","2278857","1852988800","2528810","-9.9","1828740500","1.3","3165518","-28.0","3312354066","-44.1"
"2020-04-상","대파(일반)","2545253","1894876890","2592744","-1.8","1960071000","-3.3","3142299","-19.0","3716601863","-49.0"
"2020-03-하","대파(일반)","2735535","1860765500","2723904","0.4","1614271500","15.3","3774826","-27.5","4549211681","-59.1"
"2020-03-중","대파(일반)","2690575","1916073950","3010288","-10.6","2197181200","-12.8","3552843","-24.3","4843659774","-60.4"
"2020-03-상","대파(일반)","2573275","1880991700","2815282","-8.6","2140033600","-12.1","3583686","-28.2","5411208842","-65.2"
"2020-02-하","대파(일반)","2729349","2249164200","2618492","4.2","2169066200","3.7","3140654","-13.1","4563867224","-50.7"
"2020-02-중","대파(일반)","2725518","2137392100","2915494","-6.5","2935393000","-27.2","3664966","-25.6","5756501193","-62.9"
"2020-02-상","대파(일반)","2242816","2121377800","1860088","20.6","1841146400","15.2","3679072","-39.0","6235779763","-66.0"
"2020-01-하","대파(일반)","2598654","2104985000","3551834","-26.8","3554895900","-40.8","3770466","-31.1","5558029819","-62.1"
"2020-01-중","대파(일반)","3116652","2852318550","2663095","17.0","2631292700","8.4","3448779","-9.6","4370610328","-34.7"
"2020-01-상","대파(일반)","2598880","3114549780","2818363","-7.8","3701037400","-15.8","4285474","-39.4","6346126070","-50.9"
"2019-12-하","대파(일반)","3033703","3556191300","1999031","51.8","3401368450","4.6","2530783","19.9","5323844134","-33.2"
"2019-12-중","대파(일반)","2856598","3036185450",,"0.0","3815507410","-20.4",,"0.0","4617879224","-34.3"
"2019-12-상","대파(일반)","2309858","2783423600",,"0.0","3461052800","-19.6",,"0.0","4587938189","-39.3"
"2019-11-하","대파(일반)","2830507","3266168510","2525882","12.1","3400873780","-4.0","3089748","-8.4","4514286014","-27.6"
"2019-11-중","대파(일반)","2512078","3378974100","2365390","6.2","3747345920","-9.8","2966246","-15.3","4173492610","-19.0"
"2019-11-상","대파(일반)","2278139","2770052650","2270774","0.3","3476837850","-20.3","2942368","-22.6","3563617487","-22.3"
"2019-10-하","대파(일반)","2830081","3610221200","2432141","16.4","3979364390","-9.3","3085668","-8.3","3978941378","-9.3"
