"거래일자","품목명","반입량","금액","전년 반입량","전년 반입량 증감률(%)","전년 금액","전년 금액 증감률(%)","평년 반입량","평년 반입량 증감률(%)","평년 금액","평년 금액 증감률(%)"
"2020-07-하","수미","2096482","1676519500","1502810","39.5","1023426200","63.8","2101370","-0.2","1755567491","-4.5"
"2020-07-중","수미","1560782","1096224300","1857295","-16.0","1285327200","-14.7","2258838","-30.9","1791572003","-38.8"
"2020-07-상","수미","3005257","2183679200","2524883","19.0","1482321100","47.3","3123455","-3.8","2466352695","-11.5"
"2020-06-하","수미","3166004","2366463500","3176343","-0.3","2224604600","6.4","4647656","-31.9","3559398484","-33.5"
"2020-06-중","수미","3475850","3436309215","4142356","-16.1","3147747500","9.2","5622245","-38.2","4797974902","-28.4"
"2020-06-상","수미","3625422","3916697650","3583519","1.2","3234619000","21.1","4420760","-18.0","4379611027","-10.6"
"2020-05-하","수미","3632216","4060380000","3963128","-8.3","4615411700","-12.0","4047355","-10.3","5100108595","-20.4"
"2020-05-중","수미","2492530","3629646500","2085456","19.5","3258985700","11.4","2681119","-7.0","4954310856","-26.7"
"2020-05-상","수미","2460490","4276443500","2679406","-8.2","4293627000","-0.4","2750282","-10.5","4907184362","-12.9"
"2020-04-하","수미","2836049","4583486100","2219706","27.8","3236351200","41.6","3010597","-5.8","5294604066","-13.4"
"2020-04-중","수미","2466606","3223939700","2565799","-3.9","4357112700","-26.0","2773452","-11.1","4930250126","-34.6"
"2020-04-상","수미","2660390","3232445500","2377129","11.9","4106333000","-21.3","2625292","1.3","4458001920","-27.5"
"2020-03-하","수미","2447519","3398770500","1843675","32.8","3254829000","4.4","2388864","2.5","4093121455","-17.0"
"2020-03-중","수미","1828773","2280987000","2001903","-8.6","3264572500","-30.1","2108019","-13.2","3142453392","-27.4"
"2020-03-상","수미","2121260","2381971800","1803385","17.6","2698010000","-11.7","2031039","4.4","2990041770","-20.3"
"2020-02-하","수미","2003087","2758851500","1607174","24.6","2050313000","34.6","1691741","18.4","2251062766","22.6"
