"°Å·¡ÀÏÀÚ","Ç°¸ñ¸í","¹ÝÀÔ·®(KG)","Ç°¸ñÄÚµå","Àü¿ù¹ÝÀÔ·®(KG)","Àü¿ù¹ÝÀÔ·®Áõ°¨·ü(%)","Àü³â¹ÝÀÔ·®(KG)","Àü³â¹ÝÀÔ·®Áõ°¨·ü(%)","Æò³â¹ÝÀÔ·®(KG)","Æò³â¹ÝÀÔ·®Áõ°¨·ü(%)"
"20200803","¸¶´Ã","16000","120900","38000","137.5","null","0.0","11500","-28.1"
"20200731","¸¶´Ã","21000","120900","41000","95.2","18000","-14.3","16500","-21.4"
"20200730","¸¶´Ã","20000","120900","41000","105.0","20000","0.0","18250","-8.8"
"20200729","¸¶´Ã","17000","120900","47000","176.5","28000","64.7","14250","-16.2"
"20200728","¸¶´Ã","21000","120900","null","0.0","null","0.0","10000","-52.4"
"20200727","¸¶´Ã","21000","120900","41000","95.2","23000","9.5","18400","-12.4"
"20200725","¸¶´Ã","11000","120900","28000","154.5","17000","54.5","25000","127.3"
"20200724","¸¶´Ã","11000","120900","53000","381.8","29000","163.6","20250","84.1"
"20200723","¸¶´Ã","15000","120900","48000","220.0","18000","20.0","17500","16.7"
"20200722","¸¶´Ã","23000","120900","66000","187.0","40000","73.9","26000","13.0"
"20200721","¸¶´Ã","19000","120900","null","0.0","null","0.0","11250","-40.8"
"20200720","¸¶´Ã","20000","120900","28000","40.0","23000","15.0","16800","-16.0"
"20200718","¸¶´Ã","22000","120900","58000","163.6","25000","13.6","15750","-28.4"
"20200717","¸¶´Ã","28000","120900","46000","64.3","27000","-3.6","27500","-1.8"
"20200716","¸¶´Ã","25000","120900","42000","68.0","39000","56.0","57500","130.0"
"20200715","¸¶´Ã","24000","120900","49000","104.2","43000","79.2","23250","-3.1"
"20200714","¸¶´Ã","30000","120900","null","0.0","null","0.0","18750","-37.5"
"20200713","¸¶´Ã","27000","120900","44000","63.0","29000","7.4","23600","-12.6"
"20200711","¸¶´Ã","26000","120900","45000","73.1","29000","11.5","22600","-13.1"
"20200710","¸¶´Ã","30000","120900","71000","136.7","26000","-13.3","17500","-41.7"
"20200709","¸¶´Ã","33000","120900","110000","233.3","28000","-15.2","32250","-2.3"
"20200708","¸¶´Ã","47000","120900","103000","119.1","31000","-34.0","18250","-61.2"
"20200707","¸¶´Ã","43000","120900","null","0.0","null","0.0","20750","-51.7"
"20200706","¸¶´Ã","32000","120900","71000","121.9","34000","6.3","20600","-35.6"
"20200704","¸¶´Ã","37000","120900","38000","2.7","39000","5.4","22600","-38.9"
"20200703","¸¶´Ã","38000","120900","87000","128.9","31000","-18.4","24250","-36.2"
"20200702","¸¶´Ã","32000","120900","73000","128.1","29000","-9.4","29750","-7.0"
"20200701","¸¶´Ã","44000","120900","115000","161.4","37000","-15.9","31500","-28.4"
"20200630","¸¶´Ã","41000","120900","40000","-2.4","null","0.0","22000","-46.3"
"20200629","¸¶´Ã","47000","120900","98000","108.5","31000","-34.0","45600","-3.0"
"20200627","¸¶´Ã","41000","120900","70000","70.7","35000","-14.6","28200","-31.2"
"20200626","¸¶´Ã","35000","120900","117000","234.3","117000","234.3","46750","33.6"
"20200625","¸¶´Ã","28000","120900","189000","575.0","111000","296.4","51250","83.0"
"20200624","¸¶´Ã","53000","120900","null","0.0","144000","171.7","61250","15.6"
"20200623","¸¶´Ã","48000","120900","57000","18.8","null","0.0","36500","-24.0"
"20200622","¸¶´Ã","66000","120900","125000","89.4","38000","-42.4","36400","-44.8"
"20200620","¸¶´Ã","28000","120900","87000","210.7","42000","50.0","37400","33.6"
"20200619","¸¶´Ã","51000","120900","41000","-19.6","50000","-2.0","51250","0.5"
"20200618","¸¶´Ã","58000","120900","68000","17.2","64000","10.3","51000","-12.1"
"20200617","¸¶´Ã","46000","120900","null","0.0","84000","82.6","50750","10.3"
"20200616","¸¶´Ã","42000","120900","39000","-7.1","null","0.0","56000","33.3"
"20200615","¸¶´Ã","49000","120900","61000","24.5","51000","4.1","40200","-18.0"
"20200613","¸¶´Ã","44000","120900","61000","38.6","77000","75.0","59600","35.5"
"20200612","¸¶´Ã","48000","120900","56000","16.7","79000","64.6","60000","25.0"
"20200611","¸¶´Ã","45000","120900","104000","131.1","118000","162.2","76000","68.9"
"20200610","¸¶´Ã","71000","120900","null","0.0","61000","-14.1","47667","-32.9"
"20200609","¸¶´Ã","110000","120900","55000","-50.0","null","0.0","71250","-35.2"
"20200608","¸¶´Ã","103000","120900","30000","-70.9","28000","-72.8","50600","-50.9"
"20200606","¸¶´Ã","71000","120900","30000","-57.7","112000","57.7","81800","15.2"
"20200605","¸¶´Ã","61000","120900","52000","-14.8","141000","131.1","104750","71.7"
"20200604","¸¶´Ã","38000","120900","86000","126.3","142000","273.7","94250","148.0"
"20200603","¸¶´Ã","87000","120900","null","0.0","188000","116.1","99500","14.4"
"20200602","¸¶´Ã","73000","120900","24000","-67.1","null","0.0","60000","-17.8"
"20200601","¸¶´Ã","115000","120900","100000","-13.0","100000","-13.0","79000","-31.3"
"20200530","¸¶´Ã","40000","120900","32000","-20.0","113000","182.5","75500","88.8"
"20200529","¸¶´Ã","98000","120900","51000","-48.0","79000","-19.4","80500","-17.9"
"20200528","¸¶´Ã","114000","120900","44000","-61.4","44000","-61.4","75750","-33.6"
"20200527","¸¶´Ã","70000","120900","68000","-2.9","140000","100.0","109500","56.4"
"20200526","¸¶´Ã","117000","120900","null","0.0","null","0.0","44250","-62.2"
"20200525","¸¶´Ã","189000","120900","26000","-86.2","93000","-50.8","58200","-69.2"
"20200523","¸¶´Ã","57000","120900","29000","-49.1","118000","107.0","66800","17.2"
"20200522","¸¶´Ã","125000","120900","25000","-80.0","53000","-57.6","48500","-61.2"
"20200521","¸¶´Ã","89000","120900","25000","-71.9","56000","-37.1","43000","-51.7"
"20200520","¸¶´Ã","87000","120900","29000","-66.7","70000","-19.5","38000","-56.3"
"20200519","¸¶´Ã","41000","120900","null","0.0","null","0.0","34250","-16.5"
"20200518","¸¶´Ã","68000","120900","25000","-63.2","42000","-38.2","52200","-23.2"
"20200516","¸¶´Ã","39000","120900","27000","-30.8","54000","38.5","40000","2.6"
"20200515","¸¶´Ã","61000","120900","38000","-37.7","65000","6.6","38750","-36.5"
"20200514","¸¶´Ã","53000","120900","28000","-47.2","61000","15.1","43500","-17.9"
"20200513","¸¶´Ã","61000","120900","32000","-47.5","87000","42.6","33500","-45.1"
"20200512","¸¶´Ã","56000","120900","32000","-42.9","null","0.0","23500","-58.0"
"20200511","¸¶´Ã","104000","120900","27000","-74.0","49000","-52.9","29800","-71.3"
"20200509","¸¶´Ã","55000","120900","34000","-38.2","56000","1.8","27000","-50.9"
"20200508","¸¶´Ã","30000","120900","29000","-3.3","39000","30.0","24250","-19.2"
"20200507","¸¶´Ã","82000","120900","31000","-62.2","57000","-30.5","29500","-64.0"
"20200506","¸¶´Ã","30000","120900","34000","13.3","41000","36.7","23000","-23.3"
"20200505","¸¶´Ã","52000","120900","null","0.0","null","0.0","39000","-25.0"
"20200504","¸¶´Ã","86000","120900","29000","-66.3","34000","-60.5","19600","-77.2"
"20200502","¸¶´Ã","24000","120900","49000","104.2","21000","-12.5","16600","-30.8"
"20200501","¸¶´Ã","100000","120900","43000","-57.0","26000","-74.0","40250","-59.8"
"20200430","¸¶´Ã","32000","120900","41000","28.1","28000","-12.5","21000","-34.4"
"20200429","¸¶´Ã","51000","120900","null","0.0","32000","-37.3","18250","-64.2"
"20200428","¸¶´Ã","44000","120900","27000","-38.6","null","0.0","15750","-64.2"
"20200427","¸¶´Ã","68000","120900","30000","-55.9","15000","-77.9","17600","-74.1"
"20200425","¸¶´Ã","26000","120900","36000","38.5","23000","-11.5","24400","-6.2"
"20200424","¸¶´Ã","27000","120900","44000","63.0","23000","-14.8","21750","-19.4"
"20200423","¸¶´Ã","29000","120900","40000","37.9","19000","-34.5","21000","-27.6"
"20200422","¸¶´Ã","25000","120900","null","0.0","27000","8.0","17750","-29.0"
"20200421","¸¶´Ã","25000","120900","39000","56.0","null","0.0","18500","-26.0"
"20200420","¸¶´Ã","29000","120900","37000","27.6","21000","-27.6","27200","-6.2"
"20200418","¸¶´Ã","25000","120900","34000","36.0","25000","0.0","29000","16.0"
"20200417","¸¶´Ã","28000","120900","34000","21.4","19000","-32.1","83250","197.3"
"20200416","¸¶´Ã","27000","120900","34000","25.9","19000","-29.6","19250","-28.7"
"20200415","¸¶´Ã","38000","120900","null","0.0","28000","-26.3","18500","-51.3"
"20200414","¸¶´Ã","28000","120900","33000","17.9","null","0.0","34750","24.1"
"20200413","¸¶´Ã","32000","120900","32000","0.0","24000","-25.0","21200","-33.8"
"20200412","¸¶´Ã","32000","120900","31000","-3.1","31000","-3.1","28000","-12.5"
"20200411","¸¶´Ã","27000","120900","27000","0.0","22000","-18.5","38000","40.7"
"20200410","¸¶´Ã","35000","120900","35000","0.0","29000","-17.1","29250","-16.4"
"20200409","¸¶´Ã","34000","120900","33000","-2.9","20000","-41.2","29250","-14.0"
"20200408","¸¶´Ã","29000","120900","null","0.0","24000","-17.2","16750","-42.2"
"20200407","¸¶´Ã","31000","120900","24000","-22.6","null","0.0","44500","43.5"
"20200406","¸¶´Ã","34000","120900","29000","-14.7","20000","-41.2","21400","-37.1"
"20200404","¸¶´Ã","29000","120900","27000","-6.9","24000","-17.2","29200","0.7"
"20200403","¸¶´Ã","31000","120900","39000","25.8","28000","-9.7","21250","-31.5"
"20200402","¸¶´Ã","49000","120900","27000","-44.9","23000","-53.1","23000","-53.1"
"20200401","¸¶´Ã","43000","120900","null","0.0","26000","-39.5","19750","-54.1"
"20200331","¸¶´Ã","45000","120900","22000","-51.1","null","0.0","68750","52.8"
"20200330","¸¶´Ã","41000","120900","22000","-46.3","24000","-41.5","19400","-52.7"
"20200328","¸¶´Ã","27000","120900","26000","-3.7","44000","63.0","40000","48.1"
"20200327","¸¶´Ã","30000","120900","22000","-26.7","32000","6.7","23750","-20.8"
"20200326","¸¶´Ã","34000","120900","22000","-35.3","31000","-8.8","22500","-33.8"
"20200325","¸¶´Ã","36000","120900","43000","19.4","38000","5.6","21750","-39.6"
"20200324","¸¶´Ã","44000","120900","32000","-27.3","null","0.0","38000","-13.6"
"20200323","¸¶´Ã","40000","120900","null","0.0","34000","-15.0","24000","-40.0"
"20200321","¸¶´Ã","39000","120900","21000","-46.2","20000","-48.7","16400","-57.9"
"20200320","¸¶´Ã","37000","120900","20000","-45.9","24000","-35.1","17750","-52.0"
"20200319","¸¶´Ã","37000","120900","18000","-51.4","23000","-37.8","16500","-55.4"
"20200318","¸¶´Ã","34000","120900","24000","-29.4","31000","-8.8","18500","-45.6"
"20200317","¸¶´Ã","34000","120900","42000","23.5","null","0.0","38000","11.8"
"20200316","¸¶´Ã","34000","120900","null","0.0","21000","-38.2","16200","-52.4"
"20200314","¸¶´Ã","33000","120900","25000","-24.2","21000","-36.4","14200","-57.0"
"20200313","¸¶´Ã","32000","120900","21000","-34.4","35000","9.4","27750","-13.3"
"20200312","¸¶´Ã","31000","120900","16000","-48.4","28000","-9.7","26250","-15.3"
"20200311","¸¶´Ã","27000","120900","23000","-14.8","24000","-11.1","23500","-13.0"
"20200310","¸¶´Ã","35000","120900","21000","-40.0","null","0.0","25750","-26.4"
"20200309","¸¶´Ã","33000","120900","null","0.0","29000","-12.1","22400","-32.1"
"20200307","¸¶´Ã","24000","120900","21000","-12.5","20000","-16.7","14600","-39.2"
"20200306","¸¶´Ã","29000","120900","19000","-34.5","18000","-37.9","14000","-51.7"
"20200305","¸¶´Ã","26000","120900","21000","-19.2","47000","80.8","21750","-16.3"
"20200304","¸¶´Ã","27000","120900","20000","-25.9","20000","-25.9","17250","-36.1"
"20200303","¸¶´Ã","39000","120900","22000","-43.6","null","0.0","31750","-18.6"
"20200302","¸¶´Ã","27000","120900","null","0.0","35000","29.6","26000","-3.7"
"20200229","¸¶´Ã","22000","120900","14000","-36.4","19000","-13.6","14200","-35.5"
"20200228","¸¶´Ã","26000","120900","19000","-26.9","19000","-26.9","13500","-48.1"
"20200227","¸¶´Ã","22000","120900","null","0.0","19000","-13.6","14600","-33.6"
"20200226","¸¶´Ã","22000","120900","null","0.0","33000","50.0","56000","154.5"
"20200225","¸¶´Ã","43000","120900","null","0.0","25000","-41.9","41250","-4.1"
"20200224","¸¶´Ã","32000","120900","2000","-93.8","null","0.0","16500","-48.4"
"20200222","¸¶´Ã","24000","120900","30000","25.0","25000","4.2","15000","-37.5"
"20200221","¸¶´Ã","21000","120900","21000","0.0","15000","-28.6","15667","-25.4"
"20200220","¸¶´Ã","20000","120900","25000","25.0","17000","-15.0","11750","-41.3"
"20200219","¸¶´Ã","18000","120900","null","0.0","24000","33.3","16000","-11.1"
"20200218","¸¶´Ã","24000","120900","21000","-12.5","39000","62.5","25750","7.3"
"20200217","¸¶´Ã","42000","120900","26000","-38.1","null","0.0","16333","-61.1"
"20200215","¸¶´Ã","16000","120900","30000","87.5","17000","6.3","34250","114.1"
"20200214","¸¶´Ã","25000","120900","20000","-20.0","19000","-24.0","16750","-33.0"
"20200213","¸¶´Ã","21000","120900","27000","28.6","17000","-19.0","15000","-28.6"
"20200212","¸¶´Ã","16000","120900","null","0.0","19000","18.8","18500","15.6"
"20200211","¸¶´Ã","23000","120900","null","0.0","26000","13.0","42750","85.9"
"20200210","¸¶´Ã","21000","120900","19000","-9.5","null","0.0","30667","46.0"
"20200208","¸¶´Ã","16000","120900","14000","-12.5","45000","181.3","24000","50.0"
"20200207","¸¶´Ã","21000","120900","25000","19.0","null","0.0","13333","-36.5"
"20200206","¸¶´Ã","19000","120900","25000","31.6","null","0.0","26000","36.8"
"20200205","¸¶´Ã","21000","120900","null","0.0","null","0.0","16000","-23.8"
"20200204","¸¶´Ã","20000","120900","19000","-5.0","10000","-50.0","16000","-20.0"
"20200203","¸¶´Ã","22000","120900","23000","4.5","null","0.0","14500","-34.1"
"20200201","¸¶´Ã","15000","120900","null","0.0","20000","33.3","15667","4.4"
"20200131","¸¶´Ã","15000","120900","24000","60.0","25000","66.7","17000","13.3"
"20200130","¸¶´Ã","16000","120900","25000","56.3","22000","37.5","15500","-3.1"
"20200129","¸¶´Ã","14000","120900","null","0.0","25000","78.6","15750","12.5"
"20200128","¸¶´Ã","19000","120900","17000","-10.5","23000","21.1","37667","98.2"
"20200124","¸¶´Ã","2000","120900","18000","800.0","28000","1300.0","25000","1150.0"
"20200123","¸¶´Ã","33000","120900","18000","-45.5","17000","-48.5","15000","-54.5"
"20200122","¸¶´Ã","30000","120900","null","0.0","17000","-43.3","16250","-45.8"
"20200121","¸¶´Ã","21000","120900","17000","-19.0","34000","61.9","44500","111.9"
"20200120","¸¶´Ã","25000","120900","22000","-12.0","null","0.0","17250","-31.0"
"20200118","¸¶´Ã","21000","120900","15000","-28.6","22000","4.8","15000","-28.6"
"20200117","¸¶´Ã","26000","120900","17000","-34.6","16000","-38.5","13500","-48.1"
"20200116","¸¶´Ã","24000","120900","20000","-16.7","18000","-25.0","28000","16.7"
"20200115","¸¶´Ã","30000","120900","null","0.0","21000","-30.0","14250","-52.5"
"20200114","¸¶´Ã","20000","120900","18000","-10.0","22000","10.0","20250","1.3"
"20200113","¸¶´Ã","27000","120900","21000","-22.2","null","0.0","10000","-63.0"
"20200110","¸¶´Ã","19000","120900","34000","78.9","20000","5.3","14500","-23.7"
"20200109","¸¶´Ã","18000","120900","null","0.0","22000","22.2","15800","-12.2"
"20200108","¸¶´Ã","14000","120900","45000","221.4","18000","28.6","13250","-5.4"
"20200107","¸¶´Ã","25000","120900","17000","-32.0","25000","0.0","20250","-19.0"
"20200106","¸¶´Ã","25000","120900","16000","-36.0","null","0.0","10750","-57.0"
"20200104","¸¶´Ã","19000","120900","16000","-15.8","23000","21.1","15500","-18.4"
"20200103","¸¶´Ã","23000","120900","23000","0.0","40000","73.9","22250","-3.3"
"20191231","¸¶´Ã","24000","120900","21000","-12.5","20000","-16.7","16500","-31.3"
"20191230","¸¶´Ã","25000","120900","21000","-16.0","null","0.0","51000","104.0"
"20191228","¸¶´Ã","17000","120900","17000","0.0","25000","47.1","35250","107.4"
"20191227","¸¶´Ã","21000","120900","71000","238.1","14000","-33.3","25750","22.6"
"20191226","¸¶´Ã","26000","120900","32000","23.1","19000","-26.9","16000","-38.5"
"20191225","¸¶´Ã","24000","120900","39000","62.5","22000","-8.3","15000","-37.5"
"20191224","¸¶´Ã","18000","120900","null","0.0","26000","44.4","59500","230.6"
"20191223","¸¶´Ã","18000","120900","25000","38.9","null","0.0","12500","-30.6"
"20191221","¸¶´Ã","17000","120900","30000","76.5","14000","-17.6","42750","151.5"
"20191220","¸¶´Ã","22000","120900","25000","13.6","22000","0.0","15750","-28.4"
"20191219","¸¶´Ã","17000","120900","22000","29.4","17000","0.0","27200","60.0"
"20191218","¸¶´Ã","15000","120900","39000","160.0","26000","73.3","27250","81.7"
"20191217","¸¶´Ã","17000","120900","null","0.0","18000","5.9","13500","-20.6"
"20191216","¸¶´Ã","20000","120900","36000","80.0","null","0.0","12750","-36.3"
"20191214","¸¶´Ã","18000","120900","64000","255.6","17000","-5.6","12250","-31.9"
"20191213","¸¶´Ã","21000","120900","52000","147.6","15000","-28.6","12000","-42.9"
"20191212","¸¶´Ã","20000","120900","58000","190.0","24000","20.0","15800","-21.0"
"20191211","¸¶´Ã","20000","120900","38000","90.0","15000","-25.0","48500","142.5"
"20191210","¸¶´Ã","34000","120900","null","0.0","23000","-32.4","26000","-23.5"
"20191208","¸¶´Ã","45000","120900","57000","26.7","13000","-71.1","12400","-72.4"
"20191207","¸¶´Ã","17000","120900","24000","41.2","26000","52.9","15500","-8.8"
"20191206","¸¶´Ã","16000","120900","41000","156.3","21000","31.3","14750","-7.8"
"20191205","¸¶´Ã","18000","120900","21000","16.7","21000","16.7","15000","-16.7"
"20191204","¸¶´Ã","16000","120900","25000","56.3","18000","12.5","13750","-14.1"
"20191203","¸¶´Ã","23000","120900","null","0.0","22000","-4.3","38750","68.5"
"20191202","¸¶´Ã","22000","120900","22000","0.0","null","0.0","12750","-42.0"
"20191130","¸¶´Ã","21000","120900","31000","47.6","23000","9.5","41750","98.8"
"20191129","¸¶´Ã","21000","120900","23000","9.5","18000","-14.3","28250","34.5"
"20191128","¸¶´Ã","17000","120900","26000","52.9","20000","17.6","29800","75.3"
"20191127","¸¶´Ã","71000","120900","null","0.0","17000","-76.1","31667","-55.4"
"20191126","¸¶´Ã","32000","120900","23000","-28.1","25000","-21.9","27500","-14.1"
"20191125","¸¶´Ã","39000","120900","22000","-43.6","null","0.0","17250","-55.8"
"20191123","¸¶´Ã","25000","120900","26000","4.0","24000","-4.0","33250","33.0"
"20191122","¸¶´Ã","28000","120900","21000","-25.0","26000","-7.1","20250","-27.7"
"20191121","¸¶´Ã","30000","120900","33000","10.0","31000","3.3","24600","-18.0"
"20191120","¸¶´Ã","25000","120900","null","0.0","24000","-4.0","25000","0.0"
"20191119","¸¶´Ã","22000","120900","22000","0.0","37000","68.2","29500","34.1"
"20191118","¸¶´Ã","39000","120900","19000","-51.3","null","0.0","25750","-34.0"
"20191116","¸¶´Ã","36000","120900","19000","-47.2","39000","8.3","25750","-28.5"
"20191115","¸¶´Ã","28000","120900","29000","3.6","33000","17.9","22500","-19.6"
"20191114","¸¶´Ã","64000","120900","20000","-68.8","30000","-53.1","21400","-66.6"
"20191113","¸¶´Ã","52000","120900","null","0.0","27000","-48.1","25500","-51.0"
"20191112","¸¶´Ã","58000","120900","21000","-63.8","58000","0.0","41000","-29.3"
"20191111","¸¶´Ã","38000","120900","17000","-55.3","null","0.0","19000","-50.0"
"20191109","¸¶´Ã","31000","120900","17000","-45.2","26000","-16.1","23500","-24.2"
"20191108","¸¶´Ã","57000","120900","21000","-63.2","23000","-59.6","16750","-70.6"
"20191107","¸¶´Ã","24000","120900","47000","95.8","28000","16.7","19000","-20.8"
"20191106","¸¶´Ã","41000","120900","null","0.0","33000","-19.5","27000","-34.1"
"20191105","¸¶´Ã","21000","120900","17000","-19.0","28000","33.3","26500","26.2"
"20191104","¸¶´Ã","25000","120900","21000","-16.0","null","0.0","16750","-33.0"
"20191102","¸¶´Ã","22000","120900","19000","-13.6","25000","13.6","27000","22.7"
"20191101","¸¶´Ã","45000","120900","23000","-48.9","16000","-64.4","45500","1.1"
"20191031","¸¶´Ã","24000","120900","37000","54.2","24000","0.0","16500","-31.3"
"20191030","¸¶´Ã","31000","120900","37000","19.4","15000","-51.6","30750","-0.8"
"20191029","¸¶´Ã","23000","120900","null","0.0","32000","39.1","29750","29.3"
"20191028","¸¶´Ã","26000","120900","16000","-38.5","null","0.0","14500","-44.2"
"20191026","¸¶´Ã","23000","120900","48000","108.7","19000","-17.4","14250","-38.0"
"20191025","¸¶´Ã","22000","120900","40000","81.8","25000","13.6","15250","-30.7"
"20191024","¸¶´Ã","21000","120900","16000","-23.8","26000","23.8","18400","-12.4"
"20191023","¸¶´Ã","26000","120900","20000","-23.1","19000","-26.9","20500","-21.2"
"20191022","¸¶´Ã","21000","120900","null","0.0","24000","14.3","15000","-28.6"
"20191021","¸¶´Ã","33000","120900","15000","-54.5","null","0.0","11000","-66.7"
"20191019","¸¶´Ã","22000","120900","20000","-9.1","31000","40.9","22250","1.1"
"20191018","¸¶´Ã","19000","120900","28000","47.4","19000","0.0","14500","-23.7"
"20191017","¸¶´Ã","19000","120900","17000","-10.5","18000","-5.3","14200","-25.3"
"20191016","¸¶´Ã","19000","120900","12000","-36.8","13000","-31.6","22750","19.7"
"20191015","¸¶´Ã","29000","120900","null","0.0","16000","-44.8","12750","-56.0"
"20191014","¸¶´Ã","20000","120900","null","0.0","null","0.0","13750","-31.3"
"20191012","¸¶´Ã","21000","120900","111000","428.6","26000","23.8","16500","-21.4"
"20191011","¸¶´Ã","17000","120900","25000","47.1","22000","29.4","16750","-1.5"
"20191010","¸¶´Ã","21000","120900","24000","14.3","17000","-19.0","27400","30.5"
"20191009","¸¶´Ã","17000","120900","25000","47.1","20000","17.6","17250","1.5"
"20191008","¸¶´Ã","21000","120900","null","0.0","15000","-28.6","10500","-50.0"
"20191007","¸¶´Ã","47000","120900","24000","-48.9","null","0.0","9500","-79.8"
"20191005","¸¶´Ã","17000","120900","21000","23.5","17000","0.0","14333","-15.7"
"20191004","¸¶´Ã","21000","120900","23000","9.5","16000","-23.8","12667","-39.7"
"20191003","¸¶´Ã","15000","120900","22000","46.7","15000","0.0","10800","-28.0"
"20191002","¸¶´Ã","19000","120900","23000","21.1","16000","-15.8","15750","-17.1"
"20191001","¸¶´Ã","23000","120900","null","0.0","16000","-30.4","19500","-15.2"
"20190930","¸¶´Ã","37000","120900","22000","-40.5","null","0.0","48750","31.8"
"20190928","¸¶´Ã","16000","120900","16000","0.0","20000","25.0","29000","81.3"
"20190927","¸¶´Ã","16000","120900","25000","56.3","15000","-6.3","12250","-23.4"
"20190926","¸¶´Ã","48000","120900","34000","-29.2","null","0.0","21000","-56.3"
"20190925","¸¶´Ã","40000","120900","null","0.0","null","0.0","32667","-18.3"
"20190924","¸¶´Ã","16000","120900","16000","0.0","null","0.0","25667","60.4"
"20190923","¸¶´Ã","20000","120900","44000","120.0","null","0.0","13250","-33.8"
"20190921","¸¶´Ã","15000","120900","25000","66.7","24000","60.0","16750","11.7"
"20190920","¸¶´Ã","16000","120900","45000","181.3","27000","68.8","24750","54.7"
"20190919","¸¶´Ã","20000","120900","25000","25.0","25000","25.0","15800","-21.0"
"20190918","¸¶´Ã","28000","120900","null","0.0","50000","78.6","29500","5.4"
"20190917","¸¶´Ã","17000","120900","18000","5.9","20000","17.6","16667","-2.0"
"20190916","¸¶´Ã","12000","120900","24000","100.0","null","0.0","10333","-13.9"
"20190912","¸¶´Ã","111000","120900","27000","-75.7","17000","-84.7","15400","-86.1"
"20190911","¸¶´Ã","25000","120900","null","0.0","18000","-28.0","16500","-34.0"
"20190910","¸¶´Ã","24000","120900","17000","-29.2","16000","-33.3","13667","-43.1"
"20190909","¸¶´Ã","25000","120900","53000","112.0","null","0.0","12000","-52.0"
"20190907","¸¶´Ã","24000","120900","62000","158.3","21000","-12.5","13750","-42.7"
"20190906","¸¶´Ã","20000","120900","25000","25.0","18000","-10.0","15250","-23.8"
"20190905","¸¶´Ã","21000","120900","18000","-14.3","34000","61.9","20000","-4.8"
"20190904","¸¶´Ã","23000","120900","null","0.0","16000","-30.4","11667","-49.3"
"20190903","¸¶´Ã","22000","120900","null","0.0","17000","-22.7","15250","-30.7"
"20190902","¸¶´Ã","23000","120900","21000","-8.7","null","0.0","13500","-41.3"
"20190831","¸¶´Ã","25000","120900","18000","-28.0","20000","-20.0","14250","-43.0"
"20190830","¸¶´Ã","22000","120900","20000","-9.1","15000","-31.8","15750","-28.4"
"20190829","¸¶´Ã","24000","120900","28000","16.7","16000","-33.3","13200","-45.0"
"20190828","¸¶´Ã","16000","120900","null","0.0","15000","-6.3","28500","78.1"
"20190827","¸¶´Ã","25000","120900","23000","-8.0","17000","-32.0","14500","-42.0"
"20190826","¸¶´Ã","34000","120900","23000","-32.4","null","0.0","12250","-64.0"
"20190824","¸¶´Ã","16000","120900","29000","81.3","17000","6.3","14750","-7.8"
"20190823","¸¶´Ã","44000","120900","18000","-59.1","19000","-56.8","17500","-60.2"
"20190822","¸¶´Ã","24000","120900","40000","66.7","13000","-45.8","17400","-27.5"
"20190821","¸¶´Ã","25000","120900","null","0.0","15000","-40.0","32750","31.0"
"20190820","¸¶´Ã","45000","120900","23000","-48.9","20000","-55.6","12000","-73.3"
"20190819","¸¶´Ã","25000","120900","21000","-16.0","null","0.0","11250","-55.0"
"20190817","¸¶´Ã","18000","120900","27000","50.0","15000","-16.7","12000","-33.3"
"20190816","¸¶´Ã","24000","120900","39000","62.5","14000","-41.7","27000","12.5"
"20190815","¸¶´Ã","16000","120900","43000","168.8","20000","25.0","12400","-22.5"
"20190814","¸¶´Ã","16000","120900","null","0.0","16000","0.0","29250","82.8"
"20190813","¸¶´Ã","16000","120900","29000","81.3","17000","6.3","81000","406.3"
"20190812","¸¶´Ã","27000","120900","23000","-14.8","null","0.0","10750","-60.2"
"20190810","¸¶´Ã","17000","120900","26000","52.9","16000","-5.9","12750","-25.0"
"20190809","¸¶´Ã","53000","120900","28000","-47.2","12000","-77.4","13750","-74.1"
"20190807","¸¶´Ã","62000","120900","null","0.0","15000","-75.8","21000","-66.1"
"20190806","¸¶´Ã","25000","120900","34000","36.0","14000","-44.0","12667","-49.3"
"20190805","¸¶´Ã","18000","120900","43000","138.9","null","0.0","12667","-29.6"
"20190802","¸¶´Ã","21000","120900","29000","38.1","16000","-23.8","17333","-17.5"
"20190801","¸¶´Ã","18000","120900","37000","105.6","97000","438.9","32750","81.9"
"20190731","¸¶´Ã","18000","120900","null","0.0","14000","-22.2","17750","-1.4"
"20190730","¸¶´Ã","20000","120900","null","0.0","25000","25.0","17000","-15.0"
"20190729","¸¶´Ã","28000","120900","31000","10.7","null","0.0","10750","-61.6"
"20190727","¸¶´Ã","23000","120900","35000","52.2","18000","-21.7","17250","-25.0"
"20190726","¸¶´Ã","23000","120900","117000","408.7","15000","-34.8","14000","-39.1"
"20190725","¸¶´Ã","17000","120900","111000","552.9","15000","-11.8","42400","149.4"
"20190724","¸¶´Ã","29000","120900","144000","396.6","23000","-20.7","42500","46.6"
"20190723","¸¶´Ã","18000","120900","null","0.0","28000","55.6","16000","-11.1"
"20190722","¸¶´Ã","40000","120900","38000","-5.0","null","0.0","19500","-51.3"
"20190720","¸¶´Ã","23000","120900","42000","82.6","15000","-34.8","15250","-33.7"
"20190719","¸¶´Ã","21000","120900","50000","138.1","18000","-14.3","15250","-27.4"
