"°Å·¡ÀÏÀÚ","Ç°¸ñ¸í","¹ÝÀÔ·®(KG)","Ç°¸ñÄÚµå","Àü¿ù¹ÝÀÔ·®(KG)","Àü¿ù¹ÝÀÔ·®Áõ°¨·ü(%)","Àü³â¹ÝÀÔ·®(KG)","Àü³â¹ÝÀÔ·®Áõ°¨·ü(%)","Æò³â¹ÝÀÔ·®(KG)","Æò³â¹ÝÀÔ·®Áõ°¨·ü(%)"
"20220922","¸¶´Ã","27000","120900","26000","-3.7","null","0.0","16667","-38.3"
"20220920","¸¶´Ã","45000","120900","25000","-44.4","null","0.0","19000","-57.8"
"20220919","¸¶´Ã","13000","120900","16000","23.1","null","0.0","21000","61.5"
"20220917","¸¶´Ã","24000","120900","14000","-41.7","24000","0.0","20750","-13.5"
"20220916","¸¶´Ã","26000","120900","24000","-7.7","50000","92.3","25500","-1.9"
"20220915","¸¶´Ã","32000","120900","14000","-56.3","1323000","4034.4","345250","978.9"
"20220914","¸¶´Ã","13000","120900","null","0.0","24000","84.6","21750","67.3"
"20220913","¸¶´Ã","9000","120900","47000","422.2","14000","55.6","15333","70.4"
"20220909","¸¶´Ã","42000","120900","14000","-66.7","13000","-69.0","16250","-61.3"
"20220908","¸¶´Ã","40000","120900","14000","-65.0","17000","-57.5","18000","-55.0"
"20220907","¸¶´Ã","40000","120900","null","0.0","67000","67.5","28400","-29.0"
"20220906","¸¶´Ã","41000","120900","null","0.0","17000","-58.5","17500","-57.3"
"20220905","¸¶´Ã","21000","120900","12000","-42.9","null","0.0","23750","13.1"
"20220903","¸¶´Ã","38000","120900","15000","-60.5","14000","-63.2","16500","-56.6"
"20220902","¸¶´Ã","72000","120900","18000","-75.0","11000","-84.7","16250","-77.4"
"20220901","¸¶´Ã","35000","120900","14000","-60.0","20000","-42.9","16750","-52.1"
"20220831","¸¶´Ã","47000","120900","null","0.0","12000","-74.5","20000","-57.4"
"20220830","¸¶´Ã","30000","120900","7000","-76.7","17000","-43.3","19750","-34.2"
"20220829","¸¶´Ã","13000","120900","61000","369.2","null","0.0","19750","51.9"
"20220827","¸¶´Ã","71000","120900","10000","-85.9","22000","-69.0","24000","-66.2"
"20220826","¸¶´Ã","31000","120900","11000","-64.5","359000","1058.1","106250","242.7"
"20220825","¸¶´Ã","24000","120900","19000","-20.8","12000","-50.0","34250","42.7"
"20220824","¸¶´Ã","27000","120900","null","0.0","16000","-40.7","38400","42.2"
"20220823","¸¶´Ã","28000","120900","12000","-57.1","24000","-14.3","28750","2.7"
"20220822","¸¶´Ã","26000","120900","15000","-42.3","null","0.0","16250","-37.5"
"20220820","¸¶´Ã","25000","120900","9000","-64.0","12000","-52.0","22000","-12.0"
"20220819","¸¶´Ã","16000","120900","15000","-6.3","31000","93.8","19750","23.4"
"20220818","¸¶´Ã","19000","120900","12000","-36.8","13000","-31.6","13500","-28.9"
"20220817","¸¶´Ã","14000","120900","null","0.0","13000","-7.1","15800","12.9"
"20220816","¸¶´Ã","24000","120900","16000","-33.3","14000","-41.7","18750","-21.9"
"20220815","¸¶´Ã","14000","120900","10000","-28.6","null","0.0","15000","7.1"
"20220813","¸¶´Ã","47000","120900","13000","-72.3","19000","-59.6","19250","-59.0"
"20220812","¸¶´Ã","14000","120900","11000","-21.4","12000","-14.3","22750","62.5"
"20220811","¸¶´Ã","11000","120900","12000","9.1","41000","272.7","22500","104.5"
"20220810","¸¶´Ã","14000","120900","null","0.0","12000","-14.3","15200","8.6"
"20220809","¸¶´Ã","14000","120900","10000","-28.6","441000","3050.0","128500","817.9"
"20220808","¸¶´Ã","14000","120900","14000","0.0","null","0.0","13333","-4.8"
"20220805","¸¶´Ã","12000","120900","25000","108.3","13000","8.3","15000","25.0"
"20220804","¸¶´Ã","17000","120900","21000","23.5","36000","111.8","21667","27.5"
"20220803","¸¶´Ã","15000","120900","null","0.0","14000","-6.7","13750","-8.3"
"20220802","¸¶´Ã","18000","120900","18000","0.0","21000","16.7","19500","8.3"
"20220801","¸¶´Ã","14000","120900","33000","135.7","null","0.0","42000","200.0"
"20220730","¸¶´Ã","7000","120900","10000","42.9","9000","28.6","18500","164.3"
"20220729","¸¶´Ã","61000","120900","17000","-72.1","9000","-85.2","16250","-73.4"
"20220728","¸¶´Ã","12000","120900","34000","183.3","38000","216.7","20500","70.8"
"20220727","¸¶´Ã","10000","120900","53000","430.0","12000","20.0","17400","74.0"
"20220726","¸¶´Ã","11000","120900","null","0.0","15000","36.4","17250","56.8"
"20220725","¸¶´Ã","19000","120900","19000","0.0","null","0.0","14500","-23.7"
"20220723","¸¶´Ã","12000","120900","41000","241.7","14000","16.7","18750","56.3"
"20220722","¸¶´Ã","15000","120900","49000","226.7","21000","40.0","24000","60.0"
"20220721","¸¶´Ã","10000","120900","39000","290.0","18000","80.0","15750","57.5"
"20220720","¸¶´Ã","9000","120900","69000","666.7","17000","88.9","18400","104.4"
"20220719","¸¶´Ã","15000","120900","null","0.0","20000","33.3","18750","25.0"
"20220718","¸¶´Ã","12000","120900","37000","208.3","null","0.0","18750","56.3"
"20220716","¸¶´Ã","16000","120900","32000","100.0","38000","137.5","47000","193.8"
"20220715","¸¶´Ã","10000","120900","65000","550.0","18000","80.0","23750","137.5"
"20220714","¸¶´Ã","17000","120900","61000","258.8","17000","0.0","21000","23.5"
"20220713","¸¶´Ã","13000","120900","78000","500.0","26000","100.0","24200","86.2"
"20220712","¸¶´Ã","11000","120900","null","0.0","39000","254.5","24750","125.0"
"20220711","¸¶´Ã","12000","120900","35000","191.7","null","0.0","22500","87.5"
"20220709","¸¶´Ã","10000","120900","56000","460.0","23000","130.0","27750","177.5"
"20220708","¸¶´Ã","14000","120900","43000","207.1","23000","64.3","28000","100.0"
"20220707","¸¶´Ã","27000","120900","35000","29.6","24000","-11.1","25750","-4.6"
"20220706","¸¶´Ã","19000","120900","88000","363.2","60000","215.8","34200","80.0"
"20220705","¸¶´Ã","25000","120900","null","0.0","27000","8.0","29250","17.0"
"20220704","¸¶´Ã","21000","120900","26000","23.8","null","0.0","29000","38.1"
"20220702","¸¶´Ã","18000","120900","58000","222.2","30000","66.7","28500","58.3"
"20220701","¸¶´Ã","33000","120900","33000","0.0","41000","24.2","34500","4.5"
"20220630","¸¶´Ã","10000","120900","77000","670.0","41000","310.0","28500","185.0"
"20220629","¸¶´Ã","17000","120900","null","0.0","37000","117.6","33400","96.5"
"20220628","¸¶´Ã","34000","120900","18000","-47.1","33000","-2.9","43750","28.7"
"20220627","¸¶´Ã","53000","120900","56000","5.7","null","0.0","29750","-43.9"
"20220625","¸¶´Ã","19000","120900","53000","178.9","37000","94.7","54750","188.2"
"20220624","¸¶´Ã","52000","120900","78000","50.0","23000","-55.8","59250","13.9"
"20220623","¸¶´Ã","41000","120900","66000","61.0","26000","-36.6","38250","-6.7"
"20220622","¸¶´Ã","49000","120900","null","0.0","29000","-40.8","42400","-13.5"
"20220621","¸¶´Ã","39000","120900","7000","-82.1","48000","23.1","62500","60.3"
"20220620","¸¶´Ã","69000","120900","20000","-71.0","null","0.0","33000","-52.2"
"20220618","¸¶´Ã","37000","120900","29000","-21.6","18000","-51.4","55750","50.7"
"20220617","¸¶´Ã","38000","120900","12000","-68.4","38000","0.0","47250","24.3"
"20220616","¸¶´Ã","32000","120900","45000","40.6","29000","-9.4","37250","16.4"
"20220615","¸¶´Ã","65000","120900","null","0.0","42000","-35.4","44600","-31.4"
"20220614","¸¶´Ã","61000","120900","9000","-85.2","45000","-26.2","58250","-4.5"
"20220613","¸¶´Ã","78000","120900","13000","-83.3","null","0.0","62250","-20.2"
"20220611","¸¶´Ã","35000","120900","30000","-14.3","32000","-8.6","72750","107.9"
"20220610","¸¶´Ã","109000","120900","19000","-82.6","35000","-67.9","48750","-55.3"
"20220609","¸¶´Ã","56000","120900","57000","1.8","88000","57.1","83500","49.1"
"20220608","¸¶´Ã","43000","120900","null","0.0","54000","25.6","61200","42.3"
"20220607","¸¶´Ã","35000","120900","13000","-62.9","60000","71.4","64250","83.6"
"20220606","¸¶´Ã","88000","120900","31000","-64.8","null","0.0","90500","2.8"
"20220604","¸¶´Ã","26000","120900","31000","19.2","52000","100.0","98750","279.8"
"20220603","¸¶´Ã","42000","120900","16000","-61.9","48000","14.3","100000","138.1"
"20220602","¸¶´Ã","58000","120900","74000","27.6","59000","1.7","61750","6.5"
"20220601","¸¶´Ã","33000","120900","null","0.0","41000","24.2","79200","140.0"
"20220531","¸¶´Ã","59000","120900","13000","-78.0","48000","-18.6","81750","38.6"
"20220530","¸¶´Ã","77000","120900","13000","-83.1","null","0.0","79000","2.6"
"20220528","¸¶´Ã","18000","120900","14000","-22.2","38000","111.1","94500","425.0"
"20220527","¸¶´Ã","56000","120900","26000","-53.6","39000","-30.4","78250","39.7"
"20220526","¸¶´Ã","27000","120900","24000","-11.1","37000","37.0","70500","161.1"
"20220525","¸¶´Ã","53000","120900","36000","-32.1","54000","1.9","91200","72.1"
"20220524","¸¶´Ã","78000","120900","null","0.0","34000","-56.4","61000","-21.8"
"20220523","¸¶´Ã","66000","120900","45000","-31.8","null","0.0","73000","10.6"
"20220521","¸¶´Ã","7000","120900","16000","128.6","46000","557.1","66250","846.4"
"20220520","¸¶´Ã","20000","120900","38000","90.0","40000","100.0","51750","158.8"
"20220519","¸¶´Ã","33000","120900","20000","-39.4","9000","-72.7","26250","-20.5"
"20220518","¸¶´Ã","29000","120900","null","0.0","22000","-24.1","57600","98.6"
"20220517","¸¶´Ã","12000","120900","null","0.0","46000","283.3","47750","297.9"
"20220516","¸¶´Ã","45000","120900","16000","-64.4","null","0.0","50250","11.7"
"20220514","¸¶´Ã","9000","120900","20000","122.2","17000","88.9","47250","425.0"
"20220513","¸¶´Ã","13000","120900","21000","61.5","20000","53.8","46000","253.8"
"20220512","¸¶´Ã","19000","120900","34000","78.9","30000","57.9","32000","68.4"
"20220511","¸¶´Ã","30000","120900","35000","16.7","37000","23.3","46400","54.7"
"20220510","¸¶´Ã","19000","120900","null","0.0","24000","26.3","28000","47.4"
"20220509","¸¶´Ã","57000","120900","20000","-64.9","null","0.0","38250","-32.9"
"20220507","¸¶´Ã","13000","120900","16000","23.1","55000","323.1","56250","332.7"
"20220506","¸¶´Ã","31000","120900","17000","-45.2","23000","-25.8","27000","-12.9"
"20220504","¸¶´Ã","31000","120900","29000","-6.5","43000","38.7","38600","24.5"
"20220503","¸¶´Ã","16000","120900","null","0.0","16000","0.0","19250","20.3"
"20220502","¸¶´Ã","74000","120900","18000","-75.7","null","0.0","21250","-71.3"
"20220430","¸¶´Ã","13000","120900","20000","53.8","-79000","-707.7","1250","-90.4"
"20220429","¸¶´Ã","29000","120900","34000","17.2","15000","-48.3","28500","-1.7"
"20220428","¸¶´Ã","14000","120900","16000","14.3","15000","7.1","22250","58.9"
"20220427","¸¶´Ã","26000","120900","null","0.0","40000","53.8","31000","19.2"
"20220426","¸¶´Ã","24000","120900","14000","-41.7","40000","66.7","24000","0.0"
"20220425","¸¶´Ã","36000","120900","58000","61.1","null","0.0","30250","-16.0"
"20220423","¸¶´Ã","45000","120900","14000","-68.9","181000","302.2","61750","37.2"
"20220422","¸¶´Ã","34000","120900","18000","-47.1","15000","-55.9","20750","-39.0"
"20220421","¸¶´Ã","16000","120900","20000","25.0","12000","-25.0","18250","14.1"
"20220420","¸¶´Ã","38000","120900","null","0.0","45000","18.4","35800","-5.8"
"20220419","¸¶´Ã","20000","120900","16000","-20.0","21000","5.0","50500","152.5"
"20220416","¸¶´Ã","16000","120900","19000","18.8","17000","6.3","22500","40.6"
"20220415","¸¶´Ã","19000","120900","12000","-36.8","43000","126.3","30500","60.5"
"20220414","¸¶´Ã","20000","120900","18000","-10.0","13000","-35.0","18500","-7.5"
"20220413","¸¶´Ã","21000","120900","null","0.0","15000","-28.6","22600","7.6"
"20220412","¸¶´Ã","34000","120900","11000","-67.6","22000","-35.3","28600","-15.9"
"20220411","¸¶´Ã","35000","120900","null","0.0","null","0.0","45750","30.7"
"20220409","¸¶´Ã","20000","120900","11000","-45.0","16000","-20.0","27250","36.3"
"20220408","¸¶´Ã","24000","120900","11000","-54.2","16000","-33.3","21000","-12.5"
"20220407","¸¶´Ã","16000","120900","16000","0.0","31000","93.8","24500","53.1"
"20220406","¸¶´Ã","17000","120900","null","0.0","27000","58.8","26600","56.5"
"20220405","¸¶´Ã","20000","120900","40000","100.0","21000","5.0","20000","0.0"
"20220404","¸¶´Ã","29000","120900","16000","-44.8","null","0.0","36000","24.1"
"20220402","¸¶´Ã","18000","120900","11000","-38.9","18000","0.0","30250","68.1"
"20220401","¸¶´Ã","23000","120900","13000","-43.5","21000","-8.7","25500","10.9"
"20220331","¸¶´Ã","25000","120900","18000","-28.0","42000","68.0","65750","163.0"
"20220330","¸¶´Ã","20000","120900","18000","-10.0","40000","100.0","28200","41.0"
"20220329","¸¶´Ã","34000","120900","18000","-47.1","19000","-44.1","43250","27.2"
"20220328","¸¶´Ã","16000","120900","18000","12.5","null","0.0","48750","204.7"
"20220326","¸¶´Ã","14000","120900","11000","-21.4","22000","57.1","29000","107.1"
"20220325","¸¶´Ã","58000","120900","27000","-53.4","24000","-58.6","28000","-51.7"
"20220324","¸¶´Ã","12000","120900","12000","0.0","20000","66.7","25000","108.3"
"20220323","¸¶´Ã","14000","120900","11000","-21.4","18000","28.6","27400","95.7"
"20220322","¸¶´Ã","18000","120900","14000","-22.2","33000","83.3","24500","36.1"
"20220321","¸¶´Ã","20000","120900","17000","-15.0","null","0.0","23250","16.3"
"20220319","¸¶´Ã","16000","120900","9000","-43.8","21000","31.3","25750","60.9"
"20220318","¸¶´Ã","15000","120900","11000","-26.7","12000","-20.0","22750","51.7"
"20220317","¸¶´Ã","39000","120900","24000","-38.5","20000","-48.7","27500","-29.5"
"20220316","¸¶´Ã","19000","120900","9000","-52.6","18000","-5.3","20400","7.4"
"20220315","¸¶´Ã","12000","120900","12000","0.0","25000","108.3","40250","235.4"
"20220314","¸¶´Ã","18000","120900","17000","-5.6","null","0.0","20500","13.9"
"20220312","¸¶´Ã","11000","120900","10000","-9.1","20000","81.8","25250","129.5"
"20220310","¸¶´Ã","10000","120900","18000","80.0","17000","70.0","19500","95.0"
"20220309","¸¶´Ã","11000","120900","9000","-18.2","16000","45.5","27600","150.9"
"20220308","¸¶´Ã","11000","120900","9000","-18.2","19000","72.7","20750","88.6"
"20220307","¸¶´Ã","16000","120900","14000","-12.5","null","0.0","17250","7.8"
"20220305","¸¶´Ã","40000","120900","9000","-77.5","16000","-60.0","26500","-33.8"
"20220304","¸¶´Ã","16000","120900","13000","-18.8","30000","87.5","22000","37.5"
"20220303","¸¶´Ã","15000","120900","null","0.0","13000","-13.3","19750","31.7"
"20220302","¸¶´Ã","11000","120900","null","0.0","13000","18.2","19400","76.4"
"20220301","¸¶´Ã","13000","120900","null","0.0","14000","7.7","14750","13.5"
"20220228","¸¶´Ã","18000","120900","71000","294.4","null","0.0","17500","-2.8"
"20220226","¸¶´Ã","11000","120900","13000","18.2","21000","90.9","59750","443.2"
"20220225","¸¶´Ã","27000","120900","14000","-48.1","13000","-51.9","23250","-13.9"
"20220224","¸¶´Ã","12000","120900","19000","58.3","13000","8.3","18500","54.2"
"20220223","¸¶´Ã","11000","120900","null","0.0","14000","27.3","13000","18.2"
"20220222","¸¶´Ã","14000","120900","43000","207.1","30000","114.3","19800","41.4"
"20220221","¸¶´Ã","17000","120900","10000","-41.2","null","0.0","17000","0.0"
"20220219","¸¶´Ã","9000","120900","12000","33.3","13000","44.4","17750","97.2"
"20220218","¸¶´Ã","11000","120900","14000","27.3","13000","18.2","21750","97.7"
"20220217","¸¶´Ã","24000","120900","16000","-33.3","8000","-66.7","26000","8.3"
"20220216","¸¶´Ã","9000","120900","null","0.0","14000","55.6","69667","674.1"
"20220215","¸¶´Ã","12000","120900","33000","175.0","18000","50.0","31000","158.3"
"20220214","¸¶´Ã","17000","120900","21000","23.5","null","0.0","19500","14.7"
"20220212","¸¶´Ã","10000","120900","10000","0.0","null","0.0","20667","106.7"
"20220211","¸¶´Ã","42000","120900","14000","-66.7","5000","-88.1","16000","-61.9"
"20220210","¸¶´Ã","18000","120900","14000","-22.2","31000","72.2","20250","12.5"
"20220209","¸¶´Ã","9000","120900","null","0.0","21000","133.3","42500","372.2"
"20220208","¸¶´Ã","9000","120900","8000","-11.1","23000","155.6","22200","146.7"
"20220207","¸¶´Ã","14000","120900","23000","64.3","null","0.0","17333","23.8"
"20220205","¸¶´Ã","9000","120900","18000","100.0","14000","55.6","17667","96.3"
"20220204","¸¶´Ã","13000","120900","10000","-23.1","16000","23.1","13500","3.8"
"20220129","¸¶´Ã","14000","120900","26000","85.7","24000","71.4","19750","41.1"
"20220128","¸¶´Ã","71000","120900","8000","-88.7","21000","-70.4","21000","-70.4"
"20220127","¸¶´Ã","13000","120900","42000","223.1","21000","61.5","12000","-7.7"
"20220126","¸¶´Ã","13000","120900","null","0.0","23000","76.9","19250","48.1"
"20220125","¸¶´Ã","14000","120900","12000","-14.3","19000","35.7","16500","17.9"
"20220124","¸¶´Ã","19000","120900","20000","5.3","null","0.0","22250","17.1"
"20220122","¸¶´Ã","43000","120900","14000","-67.4","22000","-48.8","21750","-49.4"
"20220121","¸¶´Ã","10000","120900","9000","-10.0","17000","70.0","21750","117.5"
"20220120","¸¶´Ã","9000","120900","19000","111.1","26000","188.9","26000","188.9"
"20220119","¸¶´Ã","12000","120900","null","0.0","15000","25.0","20250","68.8"
"20220118","¸¶´Ã","14000","120900","16000","14.3","26000","85.7","18800","34.3"
"20220117","¸¶´Ã","16000","120900","24000","50.0","null","0.0","18000","12.5"
"20220115","¸¶´Ã","33000","120900","11000","-66.7","15000","-54.5","20250","-38.6"
"20220114","¸¶´Ã","21000","120900","14000","-33.3","16000","-23.8","17000","-19.0"
"20220113","¸¶´Ã","12000","120900","14000","16.7","18000","50.0","16500","37.5"
"20220112","¸¶´Ã","10000","120900","14000","40.0","15000","50.0","24000","140.0"
"20220111","¸¶´Ã","14000","120900","11000","-21.4","17000","21.4","20250","44.6"
"20220110","¸¶´Ã","14000","120900","22000","57.1","null","0.0","16500","17.9"
"20220108","¸¶´Ã","8000","120900","12000","50.0","14000","75.0","15500","93.8"
"20220107","¸¶´Ã","23000","120900","13000","-43.5","14000","-39.1","17750","-22.8"
"20220106","¸¶´Ã","13000","120900","14000","7.7","15000","15.4","15750","21.2"
"20220105","¸¶´Ã","18000","120900","null","0.0","17000","-5.6","27250","51.4"
"20220104","¸¶´Ã","10000","120900","10000","0.0","24000","140.0","18400","84.0"
"20220103","¸¶´Ã","31000","120900","16000","-48.4","null","0.0","23500","-24.2"
"20211231","¸¶´Ã","10000","120900","12000","20.0","45000","350.0","24000","140.0"
"20211230","¸¶´Ã","15000","120900","12000","-20.0","22000","46.7","23750","58.3"
"20211229","¸¶´Ã","26000","120900","22000","-15.4","22000","-15.4","38250","47.1"
"20211228","¸¶´Ã","8000","120900","null","0.0","18000","125.0","32800","310.0"
"20211227","¸¶´Ã","42000","120900","19000","-54.8","null","0.0","28500","-32.1"
"20211225","¸¶´Ã","12000","120900","10000","-16.7","17000","41.7","19000","58.3"
"20211224","¸¶´Ã","20000","120900","18000","-10.0","17000","-15.0","19000","-5.0"
"20211223","¸¶´Ã","17000","120900","12000","-29.4","13000","-23.5","14750","-13.2"
"20211222","¸¶´Ã","14000","120900","44000","214.3","15000","7.1","17000","21.4"
"20211221","¸¶´Ã","9000","120900","null","0.0","18000","100.0","16000","77.8"
"20211220","¸¶´Ã","19000","120900","15000","-21.1","null","0.0","19000","0.0"
"20211218","¸¶´Ã","16000","120900","19000","18.8","7000","-56.3","17000","6.3"
"20211217","¸¶´Ã","24000","120900","38000","58.3","6000","-75.0","13250","-44.8"
"20211216","¸¶´Ã","12000","120900","13000","8.3","2000","-83.3","11250","-6.3"
"20211215","¸¶´Ã","11000","120900","32000","190.9","11000","0.0","13000","18.2"
"20211214","¸¶´Ã","14000","120900","null","0.0","3000","-78.6","11400","-18.6"
"20211213","¸¶´Ã","14000","120900","22000","57.1","null","0.0","15000","7.1"
"20211212","¸¶´Ã","14000","120900","15000","7.1","18000","28.6","19800","41.4"
"20211211","¸¶´Ã","11000","120900","26000","136.4","15000","36.4","19500","77.3"
"20211210","¸¶´Ã","22000","120900","17000","-22.7","14000","-36.4","19000","-13.6"
"20211209","¸¶´Ã","29000","120900","18000","-37.9","17000","-41.4","14000","-51.7"
"20211208","¸¶´Ã","12000","120900","27000","125.0","11000","-8.3","18800","56.7"
"20211207","¸¶´Ã","13000","120900","null","0.0","24000","84.6","17600","35.4"
"20211206","¸¶´Ã","14000","120900","21000","50.0","null","0.0","15750","12.5"
"20211204","¸¶´Ã","10000","120900","28000","180.0","17000","70.0","17000","70.0"
"20211203","¸¶´Ã","16000","120900","13000","-18.8","23000","43.8","19000","18.8"
"20211202","¸¶´Ã","15000","120900","17000","13.3","15000","0.0","15250","1.7"
"20211201","¸¶´Ã","33000","120900","28000","-15.2","17000","-48.5","18750","-43.2"
"20211130","¸¶´Ã","12000","120900","30000","150.0","52000","333.3","44200","268.3"
"20211129","¸¶´Ã","22000","120900","14000","-36.4","null","0.0","30750","39.8"
"20211127","¸¶´Ã","19000","120900","17000","-10.5","22000","15.8","32500","71.1"
"20211126","¸¶´Ã","15000","120900","19000","26.7","38000","153.3","26000","73.3"
"20211125","¸¶´Ã","10000","120900","37000","270.0","32000","220.0","27750","177.5"
"20211124","¸¶´Ã","18000","120900","null","0.0","17000","-5.6","22000","22.2"
"20211123","¸¶´Ã","12000","120900","14000","16.7","29000","141.7","30200","151.7"
"20211122","¸¶´Ã","44000","120900","19000","-56.8","null","0.0","23750","-46.0"
"20211120","¸¶´Ã","15000","120900","34000","126.7","35000","133.3","27250","81.7"
"20211119","¸¶´Ã","33000","120900","19000","-42.4","37000","12.1","27000","-18.2"
"20211118","¸¶´Ã","19000","120900","14000","-26.3","25000","31.6","25250","32.9"
"20211117","¸¶´Ã","38000","120900","null","0.0","20000","-47.4","21250","-44.1"
"20211116","¸¶´Ã","13000","120900","11000","-15.4","33000","153.8","28800","121.5"
"20211115","¸¶´Ã","32000","120900","13000","-59.4","null","0.0","24750","-22.7"
"20211113","¸¶´Ã","22000","120900","16000","-27.3","34000","54.5","33000","50.0"
"20211112","¸¶´Ã","15000","120900","13000","-13.3","33000","120.0","40750","171.7"
"20211111","¸¶´Ã","26000","120900","16000","-38.5","25000","-3.8","25000","-3.8"
"20211110","¸¶´Ã","17000","120900","null","0.0","26000","52.9","18250","7.4"
"20211109","¸¶´Ã","18000","120900","11000","-38.9","25000","38.9","26200","45.6"
"20211108","¸¶´Ã","27000","120900","28000","3.7","null","0.0","26250","-2.8"
"20211106","¸¶´Ã","21000","120900","14000","-33.3","24000","14.3","33250","58.3"
"20211105","¸¶´Ã","31000","120900","14000","-54.8","33000","6.5","23750","-23.4"
"20211104","¸¶´Ã","28000","120900","13000","-53.6","14000","-50.0","16750","-40.2"
"20211103","¸¶´Ã","13000","120900","null","0.0","17000","30.8","24000","84.6"
"20211102","¸¶´Ã","17000","120900","28000","64.7","20000","17.6","26600","56.5"
"20211101","¸¶´Ã","28000","120900","23000","-17.9","null","0.0","54250","93.8"
"20211030","¸¶´Ã","30000","120900","11000","-63.3","29000","-3.3","21750","-27.5"
"20211029","¸¶´Ã","14000","120900","10000","-28.6","23000","64.3","22500","60.7"
"20211028","¸¶´Ã","33000","120900","27000","-18.2","23000","-30.3","18250","-44.7"
"20211027","¸¶´Ã","17000","120900","11000","-35.3","25000","47.1","17000","0.0"
"20211026","¸¶´Ã","19000","120900","null","0.0","18000","-5.3","16200","-14.7"
"20211025","¸¶´Ã","37000","120900","11000","-70.3","null","0.0","18250","-50.7"
"20211023","¸¶´Ã","14000","120900","null","0.0","20000","42.9","27000","92.9"
"20211022","¸¶´Ã","19000","120900","null","0.0","39000","105.3","24000","26.3"
"20211021","¸¶´Ã","13000","120900","null","0.0","15000","15.4","17000","30.8"
"20211020","¸¶´Ã","34000","120900","null","0.0","20000","-41.2","14250","-58.1"
"20211019","¸¶´Ã","19000","120900","null","0.0","20000","5.3","23000","21.1"
"20211018","¸¶´Ã","14000","120900","17000","21.4","null","0.0","16500","17.9"
"20211016","¸¶´Ã","11000","120900","50000","354.5","18000","63.6","23250","111.4"
"20211015","¸¶´Ã","13000","120900","1323000","10076.9","26000","100.0","20750","59.6"
"20211014","¸¶´Ã","30000","120900","24000","-20.0","17000","-43.3","15750","-47.5"
"20211013","¸¶´Ã","16000","120900","14000","-12.5","20000","25.0","29750","85.9"
"20211012","¸¶´Ã","13000","120900","null","0.0","19000","46.2","18000","38.5"
"20211011","¸¶´Ã","16000","120900","17000","6.3","null","0.0","18250","14.1"
"20211009","¸¶´Ã","11000","120900","13000","18.2","14000","27.3","20500","86.4"
"20211008","¸¶´Ã","28000","120900","17000","-39.3","21000","-25.0","17000","-39.3"
"20211007","¸¶´Ã","-438000","120900","67000","-115.3","18000","-104.1","20250","-104.6"
"20211006","¸¶´Ã","14000","120900","17000","21.4","20000","42.9","16000","14.3"
"20211005","¸¶´Ã","14000","120900","null","0.0","11000","-21.4","14000","0.0"
"20211004","¸¶´Ã","13000","120900","17000","30.8","null","0.0","16333","25.6"
"20211002","¸¶´Ã","28000","120900","11000","-60.7","null","0.0","19667","-29.8"
"20211001","¸¶´Ã","23000","120900","20000","-13.0","null","0.0","16667","-27.5"
"20210930","¸¶´Ã","11000","120900","17000","54.5","13000","18.2","49000","345.5"
"20210929","¸¶´Ã","10000","120900","null","0.0","54000","440.0","22750","127.5"
"20210928","¸¶´Ã","27000","120900","23000","-14.8","38000","40.7","28200","4.4"
"20210927","¸¶´Ã","11000","120900","22000","100.0","null","0.0","13500","22.7"
"20210925","¸¶´Ã","11000","120900","12000","9.1","20000","81.8","36000","227.3"
"20210924","¸¶´Ã","24000","120900","16000","-33.3","27000","12.5","17667","-26.4"
"20210918","¸¶´Ã","17000","120900","13000","-23.5","32000","88.2","39250","130.9"
"20210917","¸¶´Ã","24000","120900","13000","-45.8","22000","-8.3","19667","-18.1"
"20210916","¸¶´Ã","50000","120900","14000","-72.0","27000","-46.0","17333","-65.3"
"20210915","¸¶´Ã","1323000","120900","null","0.0","21000","-98.4","19333","-98.5"
"20210914","¸¶´Ã","24000","120900","17000","-29.2","21000","-12.5","17750","-26.0"
"20210913","¸¶´Ã","14000","120900","19000","35.7","null","0.0","15667","11.9"
"20210911","¸¶´Ã","17000","120900","41000","141.2","29000","70.6","22000","29.4"
"20210909","¸¶´Ã","13000","120900","441000","3292.3","12000","-7.7","15750","21.2"
"20210908","¸¶´Ã","17000","120900","null","0.0","24000","41.2","17000","0.0"
"20210907","¸¶´Ã","67000","120900","null","0.0","17000","-74.6","17800","-73.4"
"20210906","¸¶´Ã","17000","120900","23000","35.3","null","0.0","16750","-1.5"
"20210904","¸¶´Ã","17000","120900","36000","111.8","19000","11.8","17250","1.5"
"20210903","¸¶´Ã","14000","120900","14000","0.0","13000","-7.1","16250","16.1"
"20210902","¸¶´Ã","11000","120900","21000","90.9","17000","54.5","16250","47.7"
"20210901","¸¶´Ã","20000","120900","null","0.0","15000","-25.0","17250","-13.8"
"20210831","¸¶´Ã","12000","120900","10000","-16.7","27000","125.0","19400","61.7"
"20210830","¸¶´Ã","17000","120900","9000","-47.1","null","0.0","18250","7.4"
"20210828","¸¶´Ã","23000","120900","38000","65.2","11000","-52.2","14000","-39.1"
"20210827","¸¶´Ã","22000","120900","12000","-45.5","32000","45.5","21250","-3.4"
"20210826","¸¶´Ã","359000","120900","15000","-95.8","18000","-95.0","18500","-94.8"
"20210825","¸¶´Ã","12000","120900","null","0.0","101000","741.7","33750","181.3"
